app_id,review_score,total,total_bucket,total_bucket_range
31840,8,240,4,100 - 500
31850,8,226,4,100 - 500
31860,8,189,4,100 - 500
31870,6,74,3,50 - 100
31880,8,208,4,100 - 500
31890,8,173,4,100 - 500
31900,6,148,4,100 - 500
31910,8,178,4,100 - 500
31920,8,174,4,100 - 500
31930,6,205,4,100 - 500
31940,0,4,1,0 - 10
31950,0,1,1,0 - 10
31960,0,3,1,0 - 10
31970,0,1,1,0 - 10
31990,0,4,1,0 - 10
32000,3,15,2,10 - 50
32010,0,1,1,0 - 10
32110,6,118,4,100 - 500
32117,0,1,1,0 - 10
32120,5,82,3,50 - 100
32127,0,1,1,0 - 10
32140,5,169,4,100 - 500
32150,8,420,4,100 - 500
32160,8,419,4,100 - 500
32162,0,1,1,0 - 10
32200,5,138,4,100 - 500
32210,0,4,1,0 - 10
32310,6,325,4,100 - 500
32330,8,3542,6,"1,000 - 5,000"
32340,8,604,5,"500 - 1,000"
32350,5,658,5,"500 - 1,000"
32360,9,5589,7,"5,000 - 10,000"
32370,8,30670,8,"10,000 - 50,000"
32380,6,1980,6,"1,000 - 5,000"
32390,5,951,5,"500 - 1,000"
32400,8,2890,6,"1,000 - 5,000"
32410,5,63,3,50 - 100
32420,5,899,5,"500 - 1,000"
32430,6,10348,8,"10,000 - 50,000"
32440,9,22850,8,"10,000 - 50,000"
32450,8,1624,6,"1,000 - 5,000"
32470,9,37171,8,"10,000 - 50,000"
32500,5,7057,7,"5,000 - 10,000"
32510,8,8018,7,"5,000 - 10,000"
32610,5,240,4,100 - 500
32620,8,607,5,"500 - 1,000"
32630,8,472,4,100 - 500
32640,8,339,4,100 - 500
32650,6,174,4,100 - 500
32660,6,172,4,100 - 500
32680,8,522,5,"500 - 1,000"
32710,6,77,3,50 - 100
32720,8,128,4,100 - 500
32730,5,176,4,100 - 500
32740,8,95,3,50 - 100
32750,8,278,4,100 - 500
32760,8,217,4,100 - 500
32770,8,288,4,100 - 500
32900,6,355,4,100 - 500
33100,9,3992,6,"1,000 - 5,000"
33110,5,747,5,"500 - 1,000"
33120,8,3092,6,"1,000 - 5,000"
33130,8,1149,6,"1,000 - 5,000"
33140,0,3,1,0 - 10
33150,0,1,1,0 - 10
33160,0,1,1,0 - 10
33170,0,3,1,0 - 10
33180,6,790,5,"500 - 1,000"
33190,0,3,1,0 - 10
33220,6,4258,6,"1,000 - 5,000"
33230,8,50858,9,"50,000 - 100,000"
33290,0,5,1,0 - 10
33320,5,2300,6,"1,000 - 5,000"
33390,7,39,2,10 - 50
33400,0,2,1,0 - 10
33460,5,2808,6,"1,000 - 5,000"
33520,8,854,5,"500 - 1,000"
33540,5,107,4,100 - 500
33560,0,4,1,0 - 10
33570,8,870,5,"500 - 1,000"
33580,6,162,4,100 - 500
33600,8,1296,6,"1,000 - 5,000"
33610,5,761,5,"500 - 1,000"
33620,8,599,5,"500 - 1,000"
33650,8,403,4,100 - 500
33660,5,36,2,10 - 50
33670,5,494,4,100 - 500
33680,8,1287,6,"1,000 - 5,000"
33730,6,228,4,100 - 500
33750,3,36,2,10 - 50
33760,4,15,2,10 - 50
33770,8,368,4,100 - 500
33790,5,34,2,10 - 50
33900,8,2123,6,"1,000 - 5,000"
33930,8,22008,8,"10,000 - 50,000"
33950,6,278,4,100 - 500
33970,8,148,4,100 - 500
33980,5,173,4,100 - 500
33990,5,203,4,100 - 500
34010,8,4815,6,"1,000 - 5,000"
34030,8,24245,8,"10,000 - 50,000"
34050,8,175,4,100 - 500
34110,0,0,1,0 - 10
34190,8,2913,6,"1,000 - 5,000"
34200,0,7,1,0 - 10
34220,8,131,4,100 - 500
34270,8,11178,8,"10,000 - 50,000"
34272,7,16,2,10 - 50
34273,7,10,2,10 - 50
34274,7,11,2,10 - 50
34275,0,8,1,0 - 10
34276,7,22,2,10 - 50
34277,0,6,1,0 - 10
34278,7,17,2,10 - 50
34279,0,7,1,0 - 10
34280,7,10,2,10 - 50
34281,7,15,2,10 - 50
34282,7,37,2,10 - 50
34283,5,10,2,10 - 50
34284,0,9,1,0 - 10
34285,7,11,2,10 - 50
34286,7,12,2,10 - 50
34287,0,7,1,0 - 10
34288,0,7,1,0 - 10
34289,7,11,2,10 - 50
34310,0,6,1,0 - 10
34311,0,6,1,0 - 10
34312,0,9,1,0 - 10
34313,7,10,2,10 - 50
34314,0,5,1,0 - 10
34315,0,7,1,0 - 10
34316,0,9,1,0 - 10
34317,0,6,1,0 - 10
34318,0,8,1,0 - 10
34319,0,5,1,0 - 10
34330,8,61492,9,"50,000 - 100,000"
34350,8,60,3,50 - 100
34400,0,2,1,0 - 10
34410,8,504,5,"500 - 1,000"
34420,5,171,4,100 - 500
34500,7,45,2,10 - 50
34510,0,1,1,0 - 10
34600,6,620,5,"500 - 1,000"
34620,0,3,1,0 - 10
34630,7,29,2,10 - 50
34640,7,40,2,10 - 50
34660,0,2,1,0 - 10
34800,5,154,4,100 - 500
34810,8,198,4,100 - 500
34820,6,718,5,"500 - 1,000"
34830,5,7878,7,"5,000 - 10,000"
34870,6,17604,8,"10,000 - 50,000"
34880,6,58,3,50 - 100
34900,6,14894,8,"10,000 - 50,000"
34910,5,48,2,10 - 50
34920,4,228,4,100 - 500
34930,0,4,1,0 - 10
35000,8,4362,6,"1,000 - 5,000"
35030,8,152,4,100 - 500
35050,6,22,2,10 - 50
35070,5,166,4,100 - 500
35110,8,124,4,100 - 500
35130,8,4441,6,"1,000 - 5,000"
35140,9,67382,9,"50,000 - 100,000"
35150,7,12,2,10 - 50
35300,8,211,4,100 - 500
35310,6,229,4,100 - 500
35320,8,604,5,"500 - 1,000"
35450,8,37040,8,"10,000 - 50,000"
35460,6,1091,6,"1,000 - 5,000"
35480,6,1028,6,"1,000 - 5,000"
35490,0,7,1,0 - 10
35600,5,94,3,50 - 100
35700,9,14980,8,"10,000 - 50,000"
35710,0,8,1,0 - 10
35720,9,21432,8,"10,000 - 50,000"
35800,8,195,4,100 - 500
36000,5,316,4,100 - 500
36130,0,8,1,0 - 10
36150,7,23,2,10 - 50
36900,0,3,1,0 - 10
36910,4,13,2,10 - 50
36920,0,2,1,0 - 10
36930,0,1,1,0 - 10
37000,8,1078,6,"1,000 - 5,000"
37210,6,252,4,100 - 500
37220,6,118,4,100 - 500
37230,5,29,2,10 - 50
37240,4,277,4,100 - 500
37260,8,100,4,100 - 500
37270,7,27,2,10 - 50
37280,8,67,3,50 - 100
37290,7,15,2,10 - 50
37300,5,25,2,10 - 50
37310,4,18,2,10 - 50
37320,0,8,1,0 - 10
37330,0,4,1,0 - 10
37340,6,15,2,10 - 50
37360,5,13,2,10 - 50
37370,0,8,1,0 - 10
37380,5,13,2,10 - 50
37390,7,49,2,10 - 50
37400,8,684,5,"500 - 1,000"
37410,0,2,1,0 - 10
37500,7,41,2,10 - 50
37510,0,1,1,0 - 10
37600,8,1107,6,"1,000 - 5,000"
37800,5,46,2,10 - 50
"					""",\N,15,2,10 - 50
37810,0,1,1,0 - 10
37960,7,49,2,10 - 50
38000,8,52,3,50 - 100
38070,7,16,2,10 - 50
38080,8,56,3,50 - 100
38090,7,25,2,10 - 50
38100,7,19,2,10 - 50
38110,6,29,2,10 - 50
38120,8,143,4,100 - 500
38130,8,161,4,100 - 500
38140,7,36,2,10 - 50
38150,8,55,3,50 - 100
38160,7,11,2,10 - 50
38170,8,53,3,50 - 100
38180,7,12,2,10 - 50
38190,5,12,2,10 - 50
38210,6,334,4,100 - 500
38230,5,285,4,100 - 500
38400,8,20996,8,"10,000 - 50,000"
38410,8,14702,8,"10,000 - 50,000"
38420,6,2492,6,"1,000 - 5,000"
38430,6,435,4,100 - 500
38440,8,633,5,"500 - 1,000"
38450,6,327,4,100 - 500
38460,6,203,4,100 - 500
38480,5,156,4,100 - 500
38490,6,103,4,100 - 500
38600,8,2509,6,"1,000 - 5,000"
38700,8,2099,6,"1,000 - 5,000"
38710,0,3,1,0 - 10
38720,8,1259,6,"1,000 - 5,000"
38730,0,2,1,0 - 10
38740,8,2153,6,"1,000 - 5,000"
38750,0,4,1,0 - 10
38910,0,4,1,0 - 10
39000,8,12794,8,"10,000 - 50,000"
39100,0,1,1,0 - 10
39110,8,302,4,100 - 500
39120,6,11103,8,"10,000 - 50,000"
39140,8,26539,8,"10,000 - 50,000"
39150,8,8878,7,"5,000 - 10,000"
39190,8,3787,6,"1,000 - 5,000"
39200,6,2554,6,"1,000 - 5,000"
39210,8,77135,9,"50,000 - 100,000"
39230,5,27,2,10 - 50
39500,8,10710,8,"10,000 - 50,000"
39510,8,14340,8,"10,000 - 50,000"
39520,6,521,5,"500 - 1,000"
39530,8,1918,6,"1,000 - 5,000"
39540,8,2503,6,"1,000 - 5,000"
39550,6,1178,6,"1,000 - 5,000"
39560,4,552,5,"500 - 1,000"
39590,0,1,1,0 - 10
39630,6,361,4,100 - 500
39640,6,255,4,100 - 500
39650,6,803,5,"500 - 1,000"
39660,6,247,4,100 - 500
39670,6,1214,6,"1,000 - 5,000"
39680,8,3831,6,"1,000 - 5,000"
39690,5,2899,6,"1,000 - 5,000"
39800,8,2731,6,"1,000 - 5,000"
39810,0,3,1,0 - 10
39900,5,32,2,10 - 50
40100,8,12108,8,"10,000 - 50,000"
40140,7,17,2,10 - 50
40200,6,13,2,10 - 50
40210,7,15,2,10 - 50
40300,8,9422,7,"5,000 - 10,000"
40310,0,5,1,0 - 10
40320,8,168,4,100 - 500
40330,8,434,4,100 - 500
40340,8,195,4,100 - 500
40350,8,477,4,100 - 500
40360,0,4,1,0 - 10
40380,8,1238,6,"1,000 - 5,000"
40390,6,6143,7,"5,000 - 10,000"
40400,8,1568,6,"1,000 - 5,000"
40420,5,232,4,100 - 500
40500,4,66,3,50 - 100
40510,0,2,1,0 - 10
40700,9,15264,8,"10,000 - 50,000"
40710,7,10,2,10 - 50
40720,8,2192,6,"1,000 - 5,000"
40800,8,34714,8,"10,000 - 50,000"
40930,8,453,4,100 - 500
40950,9,9456,7,"5,000 - 10,000"
40960,8,4966,6,"1,000 - 5,000"
40970,9,18498,8,"10,000 - 50,000"
40980,8,2263,6,"1,000 - 5,000"
40990,8,14575,8,"10,000 - 50,000"
41000,8,7782,7,"5,000 - 10,000"
41014,8,777,5,"500 - 1,000"
41050,9,3000,6,"1,000 - 5,000"
41060,9,1764,6,"1,000 - 5,000"
41070,8,27107,8,"10,000 - 50,000"
41100,6,1976,6,"1,000 - 5,000"
41110,0,2,1,0 - 10
41220,0,4,1,0 - 10
41300,8,1897,6,"1,000 - 5,000"
41400,4,30,2,10 - 50
41500,8,6770,7,"5,000 - 10,000"
41510,7,17,2,10 - 50
41600,5,119,4,100 - 500
41660,5,19,2,10 - 50
41670,0,1,1,0 - 10
41680,4,13,2,10 - 50
41700,9,28534,8,"10,000 - 50,000"
41730,5,175,4,100 - 500
41740,6,424,4,100 - 500
41800,6,831,5,"500 - 1,000"
41810,0,1,1,0 - 10
41900,6,1317,6,"1,000 - 5,000"
42000,5,14,2,10 - 50
42120,6,2177,6,"1,000 - 5,000"
42140,5,328,4,100 - 500
42147,0,1,1,0 - 10
42170,5,894,5,"500 - 1,000"
42190,0,1,1,0 - 10
42200,8,101,4,100 - 500
42210,6,302,4,100 - 500
42220,8,199,4,100 - 500
42230,5,149,4,100 - 500
42500,5,430,4,100 - 500
42670,8,5406,7,"5,000 - 10,000"
42680,8,37082,8,"10,000 - 50,000"
42700,8,38719,8,"10,000 - 50,000"
42810,6,148,4,100 - 500
42850,8,364,4,100 - 500
42890,8,657,5,"500 - 1,000"
42900,0,1,1,0 - 10
42910,8,30844,8,"10,000 - 50,000"
42920,4,161,4,100 - 500
42930,5,21,2,10 - 50
42940,6,20,2,10 - 50
42950,7,23,2,10 - 50
42960,8,19021,8,"10,000 - 50,000"
42980,6,235,4,100 - 500
42990,5,930,5,"500 - 1,000"
43000,5,1138,6,"1,000 - 5,000"
43100,6,239,4,100 - 500
43190,8,748,5,"500 - 1,000"
43500,5,181,4,100 - 500
43600,8,291,4,100 - 500
44100,8,97,3,50 - 100
44110,0,1,1,0 - 10
44340,5,1503,6,"1,000 - 5,000"
44350,8,29448,8,"10,000 - 50,000"
44600,5,107,4,100 - 500
44680,7,15,2,10 - 50
44690,8,321,4,100 - 500
45000,8,421,4,100 - 500
45010,0,0,1,0 - 10
45100,8,1650,6,"1,000 - 5,000"
45200,8,52,3,50 - 100
45300,5,683,5,"500 - 1,000"
45310,0,4,1,0 - 10
45400,8,935,5,"500 - 1,000"
45410,5,302,4,100 - 500
45420,7,10,2,10 - 50
45430,0,1,1,0 - 10
45450,8,580,5,"500 - 1,000"
45460,0,5,1,0 - 10
45720,5,399,4,100 - 500
45740,6,7642,7,"5,000 - 10,000"
45750,5,2837,6,"1,000 - 5,000"
45760,8,14998,8,"10,000 - 50,000"
45770,6,3702,6,"1,000 - 5,000"
46000,5,113,4,100 - 500
46010,0,0,1,0 - 10
46200,5,108,4,100 - 500
46250,6,587,5,"500 - 1,000"
46260,6,662,5,"500 - 1,000"
46270,8,407,4,100 - 500
46280,4,153,4,100 - 500
46290,5,326,4,100 - 500
46340,5,254,4,100 - 500
46350,5,89,3,50 - 100
46360,5,206,4,100 - 500
46370,5,544,5,"500 - 1,000"
46380,5,110,4,100 - 500
46400,5,327,4,100 - 500
46410,5,692,5,"500 - 1,000"
46440,4,309,4,100 - 500
46450,5,448,4,100 - 500
46460,8,413,4,100 - 500
46480,8,970,5,"500 - 1,000"
46490,5,501,5,"500 - 1,000"
46500,8,5955,7,"5,000 - 10,000"
46510,8,2635,6,"1,000 - 5,000"
46520,5,314,4,100 - 500
46540,5,775,5,"500 - 1,000"
46550,5,380,4,100 - 500
46560,5,1491,6,"1,000 - 5,000"
46570,5,247,4,100 - 500
46600,6,62,3,50 - 100
46610,0,0,1,0 - 10
46700,4,52,3,50 - 100
46710,5,41,2,10 - 50
46720,4,24,2,10 - 50
46730,4,51,3,50 - 100
46740,4,126,4,100 - 500
46750,5,249,4,100 - 500
46760,4,27,2,10 - 50
46770,6,374,4,100 - 500
46790,5,35,2,10 - 50
46830,4,32,2,10 - 50
46840,4,17,2,10 - 50
46850,5,55,3,50 - 100
47000,8,743,5,"500 - 1,000"
47110,7,15,2,10 - 50
47120,0,6,1,0 - 10
47130,0,8,1,0 - 10
47400,4,4561,6,"1,000 - 5,000"
47410,5,9163,7,"5,000 - 10,000"
47500,7,17,2,10 - 50
47520,0,7,1,0 - 10
47530,0,1,1,0 - 10
47540,8,385,4,100 - 500
47570,0,2,1,0 - 10
47700,1,4089,6,"1,000 - 5,000"
47780,8,24367,8,"10,000 - 50,000"
47790,6,9544,7,"5,000 - 10,000"
47810,8,25855,8,"10,000 - 50,000"
47870,8,19922,8,"10,000 - 50,000"
47890,8,31806,8,"10,000 - 50,000"
47920,5,2529,6,"1,000 - 5,000"
48000,8,54158,9,"50,000 - 100,000"
48010,8,77,3,50 - 100
48110,5,2434,6,"1,000 - 5,000"
48150,7,18,2,10 - 50
48190,8,21211,8,"10,000 - 50,000"
48220,5,8633,7,"5,000 - 10,000"
48240,5,12178,8,"10,000 - 50,000"
48280,0,6,1,0 - 10
48700,9,163199,10,"100,000 - 500,000"
48710,8,56,3,50 - 100
48720,8,13323,8,"10,000 - 50,000"
48800,5,2228,6,"1,000 - 5,000"
48810,4,13,2,10 - 50
48900,8,311,4,100 - 500
48950,8,538,5,"500 - 1,000"
49000,8,95,3,50 - 100
49300,5,174,4,100 - 500
49320,5,60,3,50 - 100
49330,5,164,4,100 - 500
49340,0,3,1,0 - 10
49460,0,0,1,0 - 10
49480,0,9,1,0 - 10
49520,9,278970,10,"100,000 - 500,000"
49600,8,7335,7,"5,000 - 10,000"
49610,7,15,2,10 - 50
49800,5,251,4,100 - 500
49810,6,176,4,100 - 500
49900,5,289,4,100 - 500
50000,8,252,4,100 - 500
50010,0,1,1,0 - 10
50130,8,52925,9,"50,000 - 100,000"
50280,8,147,4,100 - 500
50510,5,185,4,100 - 500
"						 <p>“gives players the opportunity to play out what all good gamers love - a good shoot-em-up.”<br>&ndash; <a href=\""http://www.spawnpoint.com/news/25077/Burn_Zombie_Burn_PC_Review\"">Spawnpoint</a></p>""",118,107,4,100 - 500
50620,8,12219,8,"10,000 - 50,000"
50910,7,37,2,10 - 50
50920,5,23,2,10 - 50
50930,6,16,2,10 - 50
50940,7,23,2,10 - 50
50960,8,89,3,50 - 100
50970,6,83,3,50 - 100
50980,8,64,3,50 - 100
50990,8,132,4,100 - 500
51000,8,120,4,100 - 500
51010,8,127,4,100 - 500
51020,7,12,2,10 - 50
51030,7,19,2,10 - 50
51060,8,187,4,100 - 500
55000,8,230,4,100 - 500
55020,5,84,3,50 - 100
55040,8,1983,6,"1,000 - 5,000"
55100,5,12523,8,"10,000 - 50,000"
55110,6,4745,6,"1,000 - 5,000"
55140,8,3677,6,"1,000 - 5,000"
55150,8,28087,8,"10,000 - 50,000"
55230,9,68117,9,"50,000 - 100,000"
55370,6,148,4,100 - 500
55410,8,52,3,50 - 100
56400,8,12145,8,"10,000 - 50,000"
56438,7,32,2,10 - 50
57000,8,126,4,100 - 500
57010,0,1,1,0 - 10
57200,8,488,4,100 - 500
57210,0,1,1,0 - 10
57300,8,32875,8,"10,000 - 50,000"
57400,9,2088,6,"1,000 - 5,000"
57610,0,3,1,0 - 10
57620,5,662,5,"500 - 1,000"
57640,8,2690,6,"1,000 - 5,000"
57650,5,791,5,"500 - 1,000"
57680,6,965,5,"500 - 1,000"
57690,8,12248,8,"10,000 - 50,000"
57700,5,167,4,100 - 500
57710,0,2,1,0 - 10
57740,6,1683,6,"1,000 - 5,000"
57750,7,10,2,10 - 50
57800,5,181,4,100 - 500
57900,5,10609,8,"10,000 - 50,000"
58200,8,338,4,100 - 500
58220,0,2,1,0 - 10
58230,8,129,4,100 - 500
58240,0,0,1,0 - 10
58400,4,147,4,100 - 500
58410,0,2,1,0 - 10
58520,6,1096,6,"1,000 - 5,000"
58550,4,698,5,"500 - 1,000"
58560,8,412,4,100 - 500
58570,8,649,5,"500 - 1,000"
58580,0,2,1,0 - 10
58610,6,3263,6,"1,000 - 5,000"
60340,5,114,4,100 - 500
60350,8,166,4,100 - 500
60600,5,66,3,50 - 100
60610,0,1,1,0 - 10
60700,4,40,2,10 - 50
60800,5,189,4,100 - 500
60810,0,1,1,0 - 10
61100,6,258,4,100 - 500
61310,6,213,4,100 - 500
61500,6,921,5,"500 - 1,000"
61510,8,338,4,100 - 500
61520,8,574,5,"500 - 1,000"
61600,8,570,5,"500 - 1,000"
61720,0,8,1,0 - 10
61730,8,345,4,100 - 500
62000,8,538,5,"500 - 1,000"
62100,8,759,5,"500 - 1,000"
63000,8,1026,6,"1,000 - 5,000"
63110,6,269,4,100 - 500
63200,6,1170,6,"1,000 - 5,000"
63380,8,25116,8,"10,000 - 50,000"
63500,6,995,5,"500 - 1,000"
63610,8,1275,6,"1,000 - 5,000"
63620,6,103,4,100 - 500
63630,6,65,3,50 - 100
63640,5,48,2,10 - 50
63650,6,163,4,100 - 500
63660,8,900,5,"500 - 1,000"
63700,8,854,5,"500 - 1,000"
63710,8,3899,6,"1,000 - 5,000"
63800,5,419,4,100 - 500
63900,8,274,4,100 - 500
63910,8,1373,6,"1,000 - 5,000"
63940,5,1182,6,"1,000 - 5,000"
63950,5,1007,6,"1,000 - 5,000"
63960,5,183,4,100 - 500
64000,8,4799,6,"1,000 - 5,000"
65070,5,130,4,100 - 500
65080,6,152,4,100 - 500
65200,4,89,3,50 - 100
65270,8,334,4,100 - 500
65300,8,2311,6,"1,000 - 5,000"
65400,8,178,4,100 - 500
65410,0,1,1,0 - 10
65500,5,201,4,100 - 500
65520,0,2,1,0 - 10
65530,5,351,4,100 - 500
65540,8,14512,8,"10,000 - 50,000"
65560,5,678,5,"500 - 1,000"
65600,5,1179,6,"1,000 - 5,000"
65610,5,788,5,"500 - 1,000"
65730,5,739,5,"500 - 1,000"
65740,5,1126,6,"1,000 - 5,000"
65760,0,4,1,0 - 10
65780,6,1241,6,"1,000 - 5,000"
65790,6,6011,7,"5,000 - 10,000"
65800,8,17464,8,"10,000 - 50,000"
65900,8,65,3,50 - 100
65930,6,11631,8,"10,000 - 50,000"
65980,5,22214,8,"10,000 - 50,000"
67000,6,492,4,100 - 500
67010,0,8,1,0 - 10
67100,0,4,1,0 - 10
67370,8,19058,8,"10,000 - 50,000"
70000,8,15004,8,"10,000 - 50,000"
70100,5,989,5,"500 - 1,000"
70110,5,411,4,100 - 500
70120,4,522,5,"500 - 1,000"
70130,0,4,1,0 - 10
70140,0,1,1,0 - 10
70300,9,9793,7,"5,000 - 10,000"
70310,7,31,2,10 - 50
70400,9,7090,7,"5,000 - 10,000"
70410,7,21,2,10 - 50
70420,6,709,5,"500 - 1,000"
70430,0,5,1,0 - 10
70500,6,60,3,50 - 100
70510,0,1,1,0 - 10
70600,8,5622,7,"5,000 - 10,000"
70620,8,714,5,"500 - 1,000"
70640,8,620,5,"500 - 1,000"
70650,5,338,4,100 - 500
70660,5,467,4,100 - 500
70900,8,332,4,100 - 500
70910,0,4,1,0 - 10
71000,6,430,4,100 - 500
71110,0,4,1,0 - 10
71111,0,5,1,0 - 10
71112,6,12,2,10 - 50
71114,0,6,1,0 - 10
71115,6,13,2,10 - 50
71116,7,12,2,10 - 50
71117,7,17,2,10 - 50
71118,0,8,1,0 - 10
71119,0,7,1,0 - 10
71120,7,20,2,10 - 50
71160,7,14,2,10 - 50
71161,0,5,1,0 - 10
71164,7,20,2,10 - 50
71165,7,24,2,10 - 50
71166,0,8,1,0 - 10
71167,0,3,1,0 - 10
71168,0,8,1,0 - 10
71230,8,3330,6,"1,000 - 5,000"
71240,8,1063,6,"1,000 - 5,000"
71250,8,15113,8,"10,000 - 50,000"
71260,8,1739,6,"1,000 - 5,000"
71390,6,340,4,100 - 500
72000,8,969,5,"500 - 1,000"
72400,6,384,4,100 - 500
72410,0,2,1,0 - 10
72850,8,316293,10,"100,000 - 500,000"
72900,5,265,4,100 - 500
73010,6,1056,6,"1,000 - 5,000"
73020,6,1466,6,"1,000 - 5,000"
73050,8,69,3,50 - 100
73060,4,119,4,100 - 500
73170,8,1975,6,"1,000 - 5,000"
73190,5,133,4,100 - 500
73210,5,452,4,100 - 500
78000,9,6750,7,"5,000 - 10,000"
80000,4,174,4,100 - 500
80200,6,435,4,100 - 500
80300,6,162,4,100 - 500
80310,8,1792,6,"1,000 - 5,000"
80330,8,1491,6,"1,000 - 5,000"
80340,8,691,5,"500 - 1,000"
80350,9,573,5,"500 - 1,000"
80360,9,571,5,"500 - 1,000"
90200,8,878,5,"500 - 1,000"
90400,8,109,4,100 - 500
90410,0,0,1,0 - 10
90500,4,178,4,100 - 500
90520,0,0,1,0 - 10
91100,8,1149,6,"1,000 - 5,000"
91110,0,7,1,0 - 10
91200,8,4575,6,"1,000 - 5,000"
91330,5,845,5,"500 - 1,000"
91600,8,3273,6,"1,000 - 5,000"
91610,0,4,1,0 - 10
91700,8,7555,7,"5,000 - 10,000"
91800,8,152,4,100 - 500
91810,7,47,2,10 - 50
91820,0,2,1,0 - 10
91830,0,1,1,0 - 10
91900,8,1495,6,"1,000 - 5,000"
92000,5,2334,6,"1,000 - 5,000"
92100,5,1783,6,"1,000 - 5,000"
92200,8,162,4,100 - 500
92210,6,186,4,100 - 500
92220,8,163,4,100 - 500
92300,5,906,5,"500 - 1,000"
92310,0,3,1,0 - 10
92400,6,49,2,10 - 50
92600,6,183,4,100 - 500
92700,4,134,4,100 - 500
92800,8,4934,6,"1,000 - 5,000"
92810,7,12,2,10 - 50
92900,5,181,4,100 - 500
93200,8,1206,6,"1,000 - 5,000"
94000,5,841,5,"500 - 1,000"
94200,8,2320,6,"1,000 - 5,000"
94300,8,2124,6,"1,000 - 5,000"
94400,8,7588,7,"5,000 - 10,000"
94500,8,196,4,100 - 500
94510,8,183,4,100 - 500
94520,8,171,4,100 - 500
94530,8,228,4,100 - 500
94590,8,1052,6,"1,000 - 5,000"
94600,6,140,4,100 - 500
94610,6,67,3,50 - 100
94620,8,249,4,100 - 500
95300,6,1078,6,"1,000 - 5,000"
95310,0,3,1,0 - 10
95400,8,6463,7,"5,000 - 10,000"
95700,8,1044,6,"1,000 - 5,000"
95900,5,441,4,100 - 500
96000,8,6360,7,"5,000 - 10,000"
96010,0,4,1,0 - 10
96100,8,8576,7,"5,000 - 10,000"
96200,5,358,4,100 - 500
96800,5,322,4,100 - 500
96900,5,48,2,10 - 50
97000,8,2108,6,"1,000 - 5,000"
97010,7,12,2,10 - 50
97110,8,105,4,100 - 500
97120,8,142,4,100 - 500
97130,8,241,4,100 - 500
97340,0,8,1,0 - 10
98100,5,674,5,"500 - 1,000"
98200,8,2589,6,"1,000 - 5,000"
98220,0,3,1,0 - 10
98300,8,1433,6,"1,000 - 5,000"
98400,8,4750,6,"1,000 - 5,000"
98500,5,273,4,100 - 500
98600,6,288,4,100 - 500
98610,0,3,1,0 - 10
98800,8,5239,7,"5,000 - 10,000"
98900,5,319,4,100 - 500
99100,4,478,4,100 - 500
99120,5,76,3,50 - 100
99300,8,2730,6,"1,000 - 5,000"
99400,5,373,4,100 - 500
99410,4,140,4,100 - 500
99700,8,989,5,"500 - 1,000"
99900,8,23450,8,"10,000 - 50,000"
99910,8,2016,6,"1,000 - 5,000"
100400,6,85,3,50 - 100
102200,6,384,4,100 - 500
102220,0,2,1,0 - 10
102400,6,32,2,10 - 50
102410,0,2,1,0 - 10
102500,8,12899,8,"10,000 - 50,000"
102600,9,7897,7,"5,000 - 10,000"
102610,7,29,2,10 - 50
102810,8,164,4,100 - 500
102840,8,3308,6,"1,000 - 5,000"
102850,5,371,4,100 - 500
104000,6,245,4,100 - 500
104020,5,146,4,100 - 500
104100,5,95,3,50 - 100
104200,8,4630,6,"1,000 - 5,000"
104300,0,0,1,0 - 10
104600,6,779,5,"500 - 1,000"
104900,6,28571,8,"10,000 - 50,000"
105000,6,1945,6,"1,000 - 5,000"
105100,5,494,4,100 - 500
105300,5,434,4,100 - 500
105310,0,0,1,0 - 10
105420,6,298,4,100 - 500
105600,9,1339632,12,"1,000,000 - 5,000,000"
105700,5,135,4,100 - 500
						 <p>“If you want a thrilling little platformer with waaaay too much cuteness for its own good,"start downloading this gem!”<br>&ndash; <a href=\""http://www.indiegamemag.com/tobes-vertical-adventure-review/\"">The Indie Game Magazine</a></p>""",82,3,50 - 100
105710,0,0,1,0 - 10
105800,6,772,5,"500 - 1,000"
107100,9,37005,8,"10,000 - 50,000"
107110,7,43,2,10 - 50
107200,8,3061,6,"1,000 - 5,000"
107210,0,2,1,0 - 10
107300,8,1402,6,"1,000 - 5,000"
107310,8,3396,6,"1,000 - 5,000"
107410,8,270187,10,"100,000 - 500,000"
107600,9,1479,6,"1,000 - 5,000"
107610,0,4,1,0 - 10
108110,4,145,4,100 - 500
108210,5,609,5,"500 - 1,000"
108500,8,779,5,"500 - 1,000"
108600,8,325411,10,"100,000 - 500,000"
108700,6,783,5,"500 - 1,000"
108710,8,46712,8,"10,000 - 50,000"
108800,8,13509,8,"10,000 - 50,000"
109200,6,118,4,100 - 500
109500,5,183,4,100 - 500
109600,6,38028,8,"10,000 - 50,000"
109700,5,109,4,100 - 500
109720,0,4,1,0 - 10
110400,6,185,4,100 - 500
110500,5,103,4,100 - 500
110520,0,0,1,0 - 10
110600,5,66,3,50 - 100
110610,6,72,3,50 - 100
110630,6,47,2,10 - 50
110800,8,32862,8,"10,000 - 50,000"
111000,5,86,3,50 - 100
111010,5,78,3,50 - 100
111020,0,0,1,0 - 10
111030,0,3,1,0 - 10
111100,8,462,4,100 - 500
111300,6,52,3,50 - 100
111400,5,429,4,100 - 500
111600,8,823,5,"500 - 1,000"
