fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference,gamepass_status,gamepass_note,is_top5_pick
2376,746850,Cloudpunk,2020-04-23,"Adventure, Indie, RPG","Great Soundtrack, Open World, First-Person, Atmospheric, Story Rich, Voxel, Mature, Action",1999,19.99,$15-19.99,8,13906,"500,000 - 1,000,000",750000,0.0112,60.79,65.53,high,0,0,unverified,,0
2388,1926680,FUCK PUTIN,2022-04-13,"Action, Casual, Free To Play, Indie, Simulation","Sandbox, Building, Funny, FPS, First-Person, Blood, War, Simulation",0,0.0,free,8,7105,"0 - 20,000",10000,-1.2742,60.75,58.75,high,0,0,unverified,,0
2393,387860,the static speaks my name,2015-08-10,"Adventure, Free To Play, Indie, RPG","Multiplayer, Memes, Funny, First-Person, Short, Horror, Atmospheric, Psychological Horror",0,0.0,free,8,5573,"200,000 - 500,000",350000,-0.4961,60.72,62.83,high,0,0,unverified,,0
2400,1465460,Infection Free Zone,2024-04-11,"Action, Early Access, Indie, Simulation, Strategy","Sandbox, Survival, Base Building, Colony Sim, Management, City Builder, Simulation, Atmospheric",2499,24.99,$20-29.99,6,10878,"200,000 - 500,000",350000,-0.8286,60.7,61.07,high,0,0,unverified,,0
2403,1435790,Escape Simulator,2021-10-19,"Adventure, Casual, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, First-Person, Simulation, Level Editor, Story Rich, Singleplayer",1999,19.99,$15-19.99,8,15465,"1,000,000 - 2,000,000",1500000,0.217,60.69,66.56,high,0,0,unverified,,0
2422,999220,Amnesia: Rebirth,2020-10-20,"Adventure, Indie","Gore, Survival Horror, First-Person, Horror, Atmospheric, Lovecraftian, Psychological Horror, Physics",2999,29.99,$20-29.99,6,8233,"500,000 - 1,000,000",750000,-0.7415,60.61,61.48,high,0,0,unverified,,0
2437,3097560,Liar's Bar,2024-10-02,"Casual, Early Access, Indie, Simulation, Strategy","Co-op, Online Co-Op, Multiplayer, Gore, Funny, FPS, First-Person, Simulation",699,6.99,$5-9.99,8,9006,"1,000,000 - 2,000,000",1500000,0.0265,60.55,65.49,high,0,0,unverified,,0
2440,1216320,Shieldwall,,"Action, Casual, Indie, Simulation, Strategy","Multiplayer, Sandbox, Funny, War, Simulation, Comedy, Physics, Strategy",1799,17.99,$15-19.99,8,5969,"200,000 - 500,000",350000,-0.4719,60.53,62.86,high,0,0,unverified,,0
2442,321360,Primal Carnage: Extinction,2015-04-03,"Action, Indie","Online Co-Op, Multiplayer, Gore, Team-Based, Competitive, FPS, First-Person, Violent",1299,12.99,$10-14.99,8,8974,"500,000 - 1,000,000",750000,-0.1432,60.53,64.59,high,0,0,unverified,,0
2447,1329500,SpiderHeck,2022-09-22,"Action, Casual, Indie","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Funny, Local Multiplayer, 4 Player Local, Fighting",1499,14.99,$10-14.99,8,5078,"500,000 - 1,000,000",750000,-0.3437,60.5,63.52,high,0,0,unverified,,0
2452,212800,Super Crate Box,2012-08-29,"Action, Free To Play, Indie","Co-op, Great Soundtrack, Multiplayer, Difficult, Addictive, Fast-Paced, Free to Play, Roguelike",0,0.0,free,8,6508,"500,000 - 1,000,000",750000,-0.2563,60.49,63.97,high,0,0,unverified,,0
2479,235800,Audiosurf 2,2015-05-26,Indie,"Great Soundtrack, Multiplayer, Moddable, Difficult, Local Co-Op, Local Multiplayer, Music, Rhythm",1499,14.99,$10-14.99,8,5915,"200,000 - 500,000",350000,-0.4751,60.39,62.77,high,0,0,unverified,,0
2488,1766740,Choo-Choo Charles,2022-12-09,"Action, Adventure, Indie","Co-op, Open World, Survival Horror, FPS, First-Person, Horror, Atmospheric, Psychological Horror",1999,19.99,$15-19.99,8,14696,"200,000 - 500,000",350000,-0.1545,60.37,64.45,high,0,0,unverified,,0
2490,332800,Five Nights at Freddy's 2,2014-11-10,Indie,"Difficult, Survival, Survival Horror, First-Person, Fast-Paced, Horror, Atmospheric, Psychological Horror",799,7.99,$5-9.99,8,21879,"500,000 - 1,000,000",750000,0.1708,60.36,66.16,high,0,0,unverified,,0
2504,388090,Five Nights at Freddy's 4,2015-07-23,"Action, Indie, Strategy","Difficult, Survival, Survival Horror, First-Person, Simulation, Horror, Atmospheric, Psychological Horror",799,7.99,$5-9.99,8,14199,"500,000 - 1,000,000",750000,0.0185,60.32,65.33,high,0,0,unverified,,0
2527,394970,DEADBOLT,2016-03-14,"Action, Indie","Great Soundtrack, Difficult, Gore, Blood, Horror, Atmospheric, Violent, Strategy",999,9.99,$5-9.99,9,5254,"200,000 - 500,000",350000,-0.2329,60.25,63.98,high,0,0,unverified,,0
2541,499520,The Turing Test,2016-08-30,Adventure,"Great Soundtrack, First-Person, Short, Horror, Atmospheric, Psychological Horror, Story Rich, Singleplayer",1999,19.99,$15-19.99,8,7826,"200,000 - 500,000",350000,-0.3765,60.2,63.2,high,0,0,unverified,,0
2577,316790,Grim Fandango Remastered,2015-01-26,Adventure,"Great Soundtrack, Difficult, Funny, Classic, Atmospheric, Comedy, Dark Humor, Story Rich",1499,14.99,$10-14.99,8,7805,"500,000 - 1,000,000",750000,-0.1923,60.1,64.12,high,0,0,unverified,,0
2586,588030,Derail Valley,2019-01-25,"Adventure, Early Access, Indie, Simulation","Sandbox, Open World, Replay Value, First-Person, Simulation, Physics, Resource Management, Realistic",3999,39.99,$30-39.99,9,5831,"200,000 - 500,000",350000,-0.1962,60.06,64.08,high,0,0,unverified,,0
2615,496300,Kingdom: New Lands,2016-08-09,"Indie, Simulation, Strategy","Open World, Building, Survival, Base Building, Colony Sim, Simulation, Atmospheric, Roguelite",1499,14.99,$10-14.99,8,11354,"1,000,000 - 2,000,000",1500000,0.1081,59.96,65.63,high,0,0,unverified,,0
2618,342560,Airships: Conquer the Skies,2018-08-16,"Action, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Competitive, Military, Strategy, RTS, PvP",2499,24.99,$20-29.99,9,5624,"500,000 - 1,000,000",750000,-0.0237,59.94,64.92,high,0,0,unverified,,0
2625,1116960,UNDEFEATED,2019-08-02,"Action, Free To Play, Indie","Online Co-Op, Multiplayer, Sandbox, Open World, Funny, Fighting, Free to Play, Action",0,0.0,free,8,6586,"500,000 - 1,000,000",750000,-0.2521,59.92,63.71,high,0,0,unverified,,0
2629,332950,Dark Deception,2018-09-26,"Action, Adventure, Free To Play, Indie","Multiplayer, Difficult, Survival, Survival Horror, First-Person, Horror, Psychological Horror, Dark Humor",0,0.0,free,8,19545,"1,000,000 - 2,000,000",1500000,0.2995,59.91,66.61,high,0,0,unverified,,0
2639,207230,ArcheBlade™,2014-04-25,"Action, Free To Play, Indie","Co-op, Online Co-Op, Multiplayer, Massively Multiplayer, Team-Based, Hack and Slash, Fighting, Free to Play",0,0.0,free,6,7667,"1,000,000 - 2,000,000",1500000,-0.5983,59.89,61.88,high,0,0,unverified,,0
2686,718670,Cultist Simulator,2018-05-31,"Indie, RPG, Simulation","Difficult, Crafting, Replay Value, Management, Simulation, Horror, Lovecraftian, Roguelite",1999,19.99,$15-19.99,6,11646,"500,000 - 1,000,000",750000,-0.6194,59.67,61.66,high,0,0,unverified,,0
2709,362490,Exanima,2015-04-29,"Action, Adventure, Early Access, Indie, RPG, Simulation","Difficult, Simulation, Horror, Atmospheric, Physics, Souls-like, Dungeon Crawler, Roguelike",1499,14.99,$10-14.99,8,11899,"500,000 - 1,000,000",750000,-0.0438,59.6,64.65,high,0,0,unverified,,0
2721,698670,Scorn,2022-10-14,"Action, Adventure, Indie","Gore, Survival Horror, FPS, First-Person, Horror, Atmospheric, Lovecraftian, Violent",3999,39.99,$30-39.99,6,14164,"500,000 - 1,000,000",750000,-0.5504,59.57,61.97,high,0,0,unverified,,0
2734,986130,Shadows of Doubt,2024-09-26,"Action, Adventure, Indie, RPG","Sandbox, Open World, First-Person, Atmospheric, Voxel, Action, Procedural Generation, Singleplayer",2499,24.99,$20-29.99,8,12904,"200,000 - 500,000",350000,-0.2003,59.52,63.78,high,0,0,unverified,,0
2741,652980,Loading Screen Simulator,2017-07-13,"Casual, Free To Play, Indie, Simulation","Multiplayer, Open World, Difficult, Memes, Funny, First-Person, Simulation, Atmospheric",0,0.0,free,8,8627,"500,000 - 1,000,000",750000,-0.157,59.48,63.99,high,0,0,unverified,,0
2742,435530,The Final Station,2016-08-30,"Action, Adventure, Indie","Great Soundtrack, Survival, Short, Horror, Atmospheric, Resource Management, Post-apocalyptic, Shooter",1499,14.99,$10-14.99,8,8454,"200,000 - 500,000",350000,-0.3493,59.48,62.98,high,0,0,unverified,,0
2759,222730,Reus,2013-05-16,"Indie, Simulation, Strategy","Great Soundtrack, Sandbox, Replay Value, Funny, Addictive, Management, Simulation, Resource Management",999,9.99,$5-9.99,6,5645,"500,000 - 1,000,000",750000,-0.8745,59.43,60.19,high,0,0,unverified,,0
2766,423230,Furi,2016-07-05,"Action, Indie","Great Soundtrack, Difficult, Replay Value, Fast-Paced, Hack and Slash, Atmospheric, Violent, Story Rich",1999,19.99,$15-19.99,8,11751,"200,000 - 500,000",350000,-0.2333,59.39,63.55,high,0,0,unverified,,0
2769,2551020,One-armed robber,2023-12-15,"Action, Free To Play, Indie, Simulation, Strategy","Co-op, Multiplayer, Funny, FPS, First-Person, Simulation, Tactical, Physics",0,0.0,free,8,24958,"0 - 20,000",10000,-0.8316,59.39,60.4,high,0,0,unverified,,0
2789,1206610,Rubber Bandits,2021-12-02,"Action, Casual, Indie","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Funny, Local Multiplayer, 4 Player Local, Party Game",199,1.99,$0.01-4.99,8,6076,"500,000 - 1,000,000",750000,-0.2805,59.29,63.25,high,0,0,unverified,,0
2791,736590,Operation: Harsh Doorstop,2023-02-15,"Action, Casual, Early Access, Free To Play, Indie, Simulation, Strategy","Multiplayer, Moddable, FPS, First-Person, War, Simulation, Tactical, Military",0,0.0,free,6,15626,"2,000,000 - 5,000,000",3500000,-0.1416,59.27,63.97,high,0,0,unverified,,0
2793,1256670,Library Of Ruina,2021-08-10,"Indie, RPG, Strategy","Great Soundtrack, Difficult, Gore, Horror, Psychological Horror, Turn-Based, Strategy, Story Rich",2999,29.99,$20-29.99,8,29181,"500,000 - 1,000,000",750000,0.2723,59.27,66.14,high,0,0,unverified,,0
2801,1937500,Let's School,2023-07-26,"Casual, Indie, Simulation","Sandbox, Open World, Building, Funny, Management, City Builder, Simulation, Comedy",1999,19.99,$15-19.99,8,5728,"200,000 - 500,000",350000,-0.4865,59.24,62.14,high,0,0,unverified,,0
2809,562860,Ion Fury,2019-08-15,"Action, Indie","Great Soundtrack, Gore, FPS, First-Person, Classic, Fast-Paced, Violent, Shooter",2499,24.99,$20-29.99,8,6336,"200,000 - 500,000",350000,-0.4509,59.21,62.31,high,0,0,unverified,,0
2822,558100,Art of War: Red Tides,2016-12-22,"Early Access, Free To Play, Indie, Strategy, Violent","Co-op, Multiplayer, Survival, War, Horror, Violent, Strategy, Free to Play",0,0.0,free,6,6876,"1,000,000 - 2,000,000",1500000,-0.6366,59.17,61.31,high,0,0,unverified,,0
2828,743450,Monster Prom,2018-04-27,"Indie, Simulation","Great Soundtrack, Online Co-Op, Multiplayer, Funny, Local Multiplayer, Simulation, Comedy, Story Rich",1199,11.99,$10-14.99,8,13541,"500,000 - 1,000,000",750000,0.0018,59.14,64.66,high,0,0,unverified,,0
2843,915810,Midnight Ghost Hunt,2024-03-21,"Action, Indie","Co-op, Multiplayer, Team-Based, FPS, First-Person, Horror, Tactical, Comedy",1999,19.99,$15-19.99,6,7230,"200,000 - 500,000",350000,-0.9725,59.1,59.51,high,0,0,unverified,,0
2845,356650,Death's Gambit: Afterlife,,"Action, Adventure, Indie, RPG","Great Soundtrack, Difficult, Replay Value, Atmospheric, Souls-like, Story Rich, Action, Singleplayer",1999,19.99,$15-19.99,8,5069,"200,000 - 500,000",350000,-0.5295,59.09,61.84,high,0,0,unverified,,0
2896,2240530,BABBDI,2022-12-22,"Adventure, Casual, Free To Play","Multiplayer, Sandbox, Open World, First-Person, Short, Horror, Atmospheric, Psychological Horror",0,0.0,free,9,5343,"0 - 20,000",10000,-1.0906,58.94,58.81,high,0,0,unverified,,0
2930,356570,Party Hard,2015-08-25,"Action, Indie, Strategy","Great Soundtrack, Difficult, Gore, Funny, Horror, Comedy, Violent, Dark Humor",999,9.99,$5-9.99,8,10878,"500,000 - 1,000,000",750000,-0.0754,58.82,64.09,high,0,0,unverified,,0
2953,669330,Mechabellum,2024-09-26,"Action, Indie, Massively Multiplayer, Simulation, Strategy","Co-op, Multiplayer, War, Simulation, Tactical, Turn-Based, Strategy, RTS",1499,14.99,$10-14.99,8,10536,"500,000 - 1,000,000",750000,-0.0866,58.74,63.99,high,0,0,unverified,,0
2966,597220,West of Loathing,2017-08-10,"Adventure, Indie, RPG","Great Soundtrack, Open World, Memes, Replay Value, Funny, Comedy, Turn-Based, Character Customization",1099,10.99,$10-14.99,9,9398,"500,000 - 1,000,000",750000,0.1571,58.71,65.26,high,0,0,unverified,,0
2993,214770,Guacamelee! Gold Edition,2013-08-08,"Action, Adventure, Indie","Co-op, Great Soundtrack, Memes, Local Co-Op, Funny, Local Multiplayer, Fighting, Comedy",374,3.74,$0.01-4.99,8,5908,"500,000 - 1,000,000",750000,-0.2904,58.62,62.86,high,0,0,unverified,,0
3027,610080,Realm Grinder,2017-06-15,"Free To Play, RPG, Strategy","Multiplayer, Building, Base Building, Addictive, City Builder, Simulation, Resource Management, Strategy",0,0.0,free,8,6833,"1,000,000 - 2,000,000",1500000,-0.0708,58.53,63.97,high,0,0,unverified,,0
3087,1120810,Eastern Exorcist,2021-07-07,"Action, Adventure, RPG","Difficult, Hack and Slash, Violent, Souls-like, Strategy, Action, Martial Arts, Singleplayer",1799,17.99,$15-19.99,8,6453,"500,000 - 1,000,000",750000,-0.2593,58.34,62.88,high,0,0,unverified,,0
3090,341940,Hatred,2015-06-01,"Action, Indie","Open World, Difficult, Survival, Gore, Horror, Violent, Psychological Horror, Dark Humor",599,5.99,$5-9.99,8,19586,"500,000 - 1,000,000",750000,0.1318,58.31,64.93,high,0,0,unverified,,0
3093,1696440,The Matchless Kungfu,2023-08-29,"Early Access, Indie, RPG, Strategy","Sandbox, Open World, Building, Survival, Base Building, Crafting, Funny, Strategy",1999,19.99,$15-19.99,8,5832,"200,000 - 500,000",350000,-0.4801,58.3,61.7,high,0,0,unverified,,0
3114,215080,WAKFU,2014-09-18,"Action, Adventure, Casual, Free To Play, Indie, Massively Multiplayer, RPG, Strategy","Co-op, Multiplayer, Sandbox, Open World, Massively Multiplayer, Tactical, Turn-Based, Strategy",0,0.0,free,6,10026,"1,000,000 - 2,000,000",1500000,-0.5038,58.24,61.55,high,0,0,unverified,,0
3126,774181,Rhythm Doctor,2021-02-26,"Early Access, Indie","Co-op, Local Co-Op, Funny, Local Multiplayer, Comedy, Level Editor, Music, Story Rich",1599,15.99,$15-19.99,9,20321,"500,000 - 1,000,000",750000,0.4288,58.19,66.43,high,0,0,unverified,,0
3228,558990,Opus Magnum,2017-12-07,"Indie, Simulation","Great Soundtrack, Sandbox, Difficult, Building, Simulation, Automation, Singleplayer, Indie",1999,19.99,$15-19.99,9,5757,"200,000 - 500,000",350000,-0.2007,57.9,62.97,high,0,0,unverified,,0
3239,774861,Project Winter,2019-05-23,"Action, Adventure, Casual, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Survival, Crafting, Team-Based, Funny, Strategy",999,9.99,$5-9.99,8,18781,"1,000,000 - 2,000,000",1500000,0.2854,57.87,65.51,high,0,0,unverified,,0
3266,31280,Poker Night at the Inventory,2010-11-22,"Casual, Sports","Great Soundtrack, Multiplayer, Memes, Funny, First-Person, Simulation, Comedy, Touch-Friendly",0,0.0,free,8,9332,"1,000,000 - 2,000,000",1500000,0.039,57.81,64.19,high,0,0,unverified,,0
3268,793460,112 Operator,2020-04-23,"Indie, Simulation, Strategy","Moddable, Sandbox, Open World, Management, Simulation, Strategy, Realistic, RTS",2499,24.99,$20-29.99,8,5920,"200,000 - 500,000",350000,-0.4748,57.81,61.49,high,0,0,unverified,,0
3303,792220,Paunch,2019-12-04,"Action, Free To Play, Indie, Massively Multiplayer, RPG, Sports","Multiplayer, Massively Multiplayer, Replay Value, Funny, Simulation, Fighting, Psychological Horror, Physics",0,0.0,free,8,11048,"500,000 - 1,000,000",750000,-0.0699,57.67,63.54,high,0,0,unverified,,0
3315,1571440,Lunch Lady,2021-04-15,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Team-Based, Survival Horror, FPS, First-Person, Horror",499,4.99,$0.01-4.99,8,12434,"200,000 - 500,000",350000,-0.2134,57.63,62.77,high,0,0,unverified,,0
3341,1054490,Wingspan,2020-09-17,"Indie, Strategy","Co-op, Multiplayer, Building, Local Co-Op, Local Multiplayer, Resource Management, Strategy, Economy",1999,19.99,$15-19.99,8,9365,"500,000 - 1,000,000",750000,-0.1281,57.55,63.18,high,0,0,unverified,,0
3343,367450,Poly Bridge,2016-07-12,"Indie, Simulation","Great Soundtrack, Sandbox, Difficult, Building, Crafting, Funny, Simulation, Level Editor",999,9.99,$5-9.99,8,17200,"1,000,000 - 2,000,000",1500000,0.2544,57.55,65.19,high,0,0,unverified,,0
3346,300380,Road Redemption,2017-10-04,"Action, Adventure, Indie, Racing, Simulation","Co-op, Multiplayer, Local Co-Op, Gore, Funny, Local Multiplayer, 4 Player Local, Violent",299,2.99,$0.01-4.99,8,12068,"1,000,000 - 2,000,000",1500000,0.1296,57.54,64.53,high,0,0,unverified,,0
3358,692850,Bloodstained: Ritual of the Night,2019-06-18,"Action, Adventure, RPG","Great Soundtrack, Difficult, Crafting, Action, Singleplayer, RPG, Adventure, Metroidvania",3999,39.99,$30-39.99,8,38351,"500,000 - 1,000,000",750000,0.3686,57.53,65.78,high,0,0,unverified,,0
3363,276810,Mordheim: City of the Damned,2015-11-19,"RPG, Strategy","Multiplayer, Competitive, Tactical, Turn-Based, Strategy, Procedural Generation, Perma Death, Singleplayer",1999,19.99,$15-19.99,6,7822,"500,000 - 1,000,000",750000,-0.7596,57.52,59.84,high,0,0,unverified,,0
3373,250520,UnderRail,2015-12-18,"Indie, RPG","Sandbox, Open World, Difficult, Crafting, Atmospheric, Turn-Based, Post-apocalyptic, Isometric",1499,14.99,$10-14.99,8,6147,"200,000 - 500,000",350000,-0.4616,57.49,61.4,high,0,0,unverified,,0
3404,259680,Tales of Maj'Eyal,2013-12-12,"Adventure, Indie, RPG","Moddable, Open World, Difficult, Replay Value, Tactical, Turn-Based, Dungeon Crawler, Roguelike",699,6.99,$5-9.99,9,6454,"1,000,000 - 2,000,000",1500000,0.1931,57.42,64.8,high,0,0,unverified,,0
3409,397340,SimplePlanes,2015-12-17,"Indie, Simulation","Moddable, Sandbox, Open World, Building, Funny, Physics, Military, Strategy",1299,12.99,$10-14.99,8,10186,"500,000 - 1,000,000",750000,-0.0985,57.41,63.26,high,0,0,unverified,,0
3436,2141730,Backrooms: Escape Together,2022-10-18,"Action, Adventure, Casual, Early Access, Indie","Co-op, Online Co-Op, Multiplayer, Survival Horror, First-Person, Horror, Atmospheric, Psychological Horror",799,7.99,$5-9.99,8,5461,"200,000 - 500,000",350000,-0.5033,57.35,61.11,high,0,0,unverified,,0
3449,1158160,Coral Island,2023-11-14,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Sandbox, Open World, Building, Crafting, Simulation, Farming Sim, Agriculture, Character Customization",2999,29.99,$20-29.99,8,18653,"500,000 - 1,000,000",750000,0.1147,57.31,64.34,high,0,0,unverified,,0
3467,593280,Cat Quest,2017-08-08,"Action, Adventure, Casual, Indie, RPG","Co-op, Multiplayer, Open World, Funny, Hack and Slash, Action, Singleplayer, RPG",1299,12.99,$10-14.99,8,9106,"500,000 - 1,000,000",750000,-0.138,57.27,62.99,high,0,0,unverified,,0
3508,1385380,Across the Obelisk,2022-08-16,"Adventure, Indie, RPG, Strategy","Co-op, Online Co-Op, Difficult, Replay Value, Roguelite, Turn-Based, Dungeon Crawler, Procedural Generation",1999,19.99,$15-19.99,8,11000,"500,000 - 1,000,000",750000,-0.0714,57.16,63.28,high,0,0,unverified,,0
3569,1179080,FAITH: The Unholy Trinity,2022-10-21,"Adventure, Indie","Great Soundtrack, Gore, Survival Horror, Classic, Blood, Horror, Atmospheric, Lovecraftian",1499,14.99,$10-14.99,9,6328,"200,000 - 500,000",350000,-0.1674,57.03,62.71,high,0,0,unverified,,0
3587,1241100,POLYGON,2020-03-06,"Action, Early Access, Free To Play, Indie, Massively Multiplayer","Multiplayer, Massively Multiplayer, Team-Based, Competitive, FPS, First-Person, War, Tactical",0,0.0,free,6,32758,"1,000,000 - 2,000,000",1500000,-0.0866,56.98,63.11,high,0,0,unverified,,0
3631,287980,Mini Metro,,"模拟, 独立, 策略","Great Soundtrack, Difficult, Building, Replay Value, Addictive, Management, Simulation, Touch-Friendly",999,9.99,$5-9.99,9,15141,"500,000 - 1,000,000",750000,0.3252,56.87,65.22,high,0,0,unverified,,0
3639,670290,Real Pool 3D - Poolians,2018-01-04,"Action, Casual, Free To Play, Indie, Massively Multiplayer, Simulation, Sports, Strategy","Co-op, Multiplayer, Massively Multiplayer, Funny, FPS, Simulation, Psychological Horror, Strategy",0,0.0,free,6,14390,"500,000 - 1,000,000",750000,-0.5448,56.82,60.62,high,0,0,unverified,,0
3660,360830,Yooka-Laylee,2017-04-11,"Action, Adventure, Indie","Great Soundtrack, Multiplayer, Open World, Funny, Comedy, Action, Singleplayer, Adventure",1999,19.99,$15-19.99,6,5129,"500,000 - 1,000,000",750000,-0.9083,56.76,58.68,high,0,0,unverified,,0
