fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference,gamepass_status,gamepass_note,is_top5_pick
18025,359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,"Action, Indie, Simulation","Memes, Funny, Simulation, Comedy, Realistic, Story Rich, Action, Singleplayer",99,0.99,$0.01-4.99,9,9846,"500,000 - 1,000,000",750000,0.1735,40.71,56.34,high,0,0,unverified,,0
18065,1958220,WitchSpring R,2023-09-25,"Adventure, Indie, RPG","Crafting, Funny, Turn-Based, Character Customization, Story Rich, Singleplayer, RPG, Adventure",3499,34.99,$30-39.99,9,5768,"100,000 - 200,000",150000,-0.4058,40.69,53.29,high,0,0,unverified,,0
18079,2306590,Apewar,2023-03-24,"Action, Casual, Early Access, Indie, Massively Multiplayer, Strategy","Multiplayer, Massively Multiplayer, FPS, First-Person, Psychological Horror, Strategy, Shooter, Action",49,0.49,$0.01-4.99,8,6306,"100,000 - 200,000",150000,-0.6584,40.69,51.96,high,0,0,unverified,,0
18139,320040,Moon Hunters,2016-03-10,"Adventure, Indie, RPG","Local Co-Op, Hack and Slash, Roguelite, Dungeon Crawler, Roguelike, Story Rich, Procedural Generation, RPG",1499,14.99,$10-14.99,6,5003,"500,000 - 1,000,000",750000,-0.917,40.65,50.58,high,0,0,unverified,,0
18221,1046030,ISLANDERS,2019-04-04,"Casual, Indie, Strategy","Multiplayer, Building, Replay Value, Colony Sim, Beautiful, Addictive, City Builder, Atmospheric",499,4.99,$0.01-4.99,8,15864,"500,000 - 1,000,000",750000,0.0576,40.6,55.68,high,0,0,unverified,,0
18283,2198150,Tiny Glade,,"Casual, Indie, Simulation","Sandbox, Building, First-Person, Simulation, Atmospheric, Procedural Generation, Singleplayer, Medieval",1499,14.99,$10-14.99,9,8626,"200,000 - 500,000",350000,-0.0582,40.56,55.05,high,0,0,unverified,,0
18377,461950,Beat Cop,2017-03-30,"Adventure, Indie, Simulation","Great Soundtrack, Simulation, Comedy, Violent, Story Rich, Singleplayer, Adventure, Crime",344,3.44,$0.01-4.99,8,5363,"200,000 - 500,000",350000,-0.5096,40.51,52.65,high,0,0,unverified,,0
18613,214560,Mark of the Ninja,,"Action, Adventure, Indie","Replay Value, Short, Atmospheric, Strategy, Story Rich, Action, Singleplayer, Stealth",499,4.99,$0.01-4.99,9,15803,"1,000,000 - 2,000,000",1500000,0.5086,40.37,57.94,high,0,0,unverified,,0
18622,1227530,Partisans 1941,2020-10-14,"Indie, Strategy","Difficult, War, Tactical, Atmospheric, Strategy, Historical, Character Customization, Action",449,4.49,$0.01-4.99,8,7783,"500,000 - 1,000,000",750000,-0.1933,40.36,54.24,high,0,0,unverified,,0
18731,2187290,Wall World,2023-04-05,"Action, Adventure, Indie, Strategy","Difficult, Management, Roguelite, Resource Management, Strategy, Roguelike, Action, Procedural Generation",699,6.99,$5-9.99,8,8257,"500,000 - 1,000,000",750000,-0.1725,40.31,54.33,high,0,0,unverified,,0
18763,230050,DLC Quest,2013-03-18,Indie,"Memes, Funny, Short, Comedy, Action, Singleplayer, Adventure, Metroidvania",299,2.99,$0.01-4.99,8,6254,"100,000 - 200,000",150000,-0.6613,40.29,51.75,high,0,0,unverified,,0
18805,1488200,Symphony of War: The Nephilim Saga,2022-06-10,"Adventure, Indie, RPG, Strategy","Tactical, Strategy, Story Rich, Singleplayer, RPG, Adventure, Party-Based RPG, Indie",1999,19.99,$15-19.99,8,11867,"500,000 - 1,000,000",750000,-0.0447,40.26,54.97,high,0,0,unverified,,0
18828,2171440,Fear & Hunger 2: Termina,2022-12-09,"Indie, RPG","Survival Horror, Horror, Atmospheric, Lovecraftian, Psychological Horror, Souls-like, Dungeon Crawler, RPG",1199,11.99,$10-14.99,9,8962,"0 - 20,000",10000,-0.9084,40.25,50.43,high,0,0,unverified,,0
18843,253030,Race The Sun,2013-12-09,"Action, Indie, Racing","Difficult, Survival, First-Person, Atmospheric, Level Editor, Post-apocalyptic, Action, Procedural Generation",999,9.99,$5-9.99,8,6283,"100,000 - 200,000",150000,-0.6597,40.24,51.73,high,0,0,unverified,,0
19069,1671340,Fears to Fathom - Home Alone,2021-07-02,"Adventure, Casual, Free To Play, Indie","Multiplayer, First-Person, Horror, Atmospheric, Psychological Horror, Free to Play, Realistic, Singleplayer",0,0.0,free,8,7253,"0 - 20,000",10000,-1.267,40.12,48.48,high,0,0,unverified,,0
19325,617830,SUPERHOT VR,2017-05-25,"Action, Indie","FPS, First-Person, Atmospheric, Shooter, Action, Singleplayer, Sci-fi, Adventure",2499,24.99,$20-29.99,8,8705,"1,000,000 - 2,000,000",1500000,0.0145,39.98,55.14,high,0,0,unverified,,0
19386,1306580,Left on Read,2020-05-19,"Adventure, Casual, Free To Play, Indie, RPG, Simulation","Memes, Funny, Simulation, Short, Horror, Psychological Horror, Free to Play, Story Rich",0,0.0,free,8,5345,"200,000 - 500,000",350000,-0.5108,39.95,52.37,high,0,0,unverified,,0
19458,433950,Bit Blaster XL,2016-01-22,"Action, Casual, Indie","Great Soundtrack, Difficult, Survival, Replay Value, Shooter, Action, Singleplayer, Sci-fi",99,0.99,$0.01-4.99,9,6143,"200,000 - 500,000",350000,-0.1778,39.9,54.09,high,0,0,unverified,,0
19540,234270,Ken Follett's The Pillars of the Earth,2017-08-15,"Adventure, Casual, Indie","Great Soundtrack, Atmospheric, Violent, Historical, Story Rich, Singleplayer, RPG, Adventure",1999,19.99,$15-19.99,8,6738,"200,000 - 500,000",350000,-0.4292,39.86,52.75,high,0,0,unverified,,0
19578,78000,Bejeweled® 3,2010-12-07,"Casual, Strategy","Great Soundtrack, Addictive, Classic, Touch-Friendly, Strategy, Singleplayer, Indie, Family Friendly",499,4.99,$0.01-4.99,9,6750,"500,000 - 1,000,000",750000,0.0405,39.83,55.21,high,0,0,unverified,,0
19595,1189630,Path Of Wuxia,2022-11-14,"Indie, RPG","Simulation, Turn-Based, Character Customization, Story Rich, Dating Sim, Martial Arts, Early Access, RPG",3499,34.99,$30-39.99,6,30091,"500,000 - 1,000,000",750000,-0.2849,39.82,53.49,high,0,0,unverified,,0
19712,1166290,Death and Taxes,2020-02-20,"Adventure, Casual, Indie, Simulation, Strategy","Replay Value, Simulation, Atmospheric, Strategy, Character Customization, Story Rich, Singleplayer, Adventure",1299,12.99,$10-14.99,8,6015,"200,000 - 500,000",350000,-0.4692,39.76,52.49,high,0,0,unverified,,0
19726,1931770,Chants of Sennaar,2023-09-05,"Adventure, Indie","Great Soundtrack, Difficult, Atmospheric, Story Rich, Singleplayer, Stealth, Adventure, Mythology",1299,12.99,$10-14.99,9,17036,"200,000 - 500,000",350000,0.1816,39.76,55.91,high,0,0,unverified,,0
19759,1147690,NGU IDLE,2019-10-01,"Adventure, Free To Play, Indie, Simulation","Funny, Simulation, Psychological Horror, Free to Play, Story Rich, Singleplayer, RPG, Adventure",0,0.0,free,9,11498,"500,000 - 1,000,000",750000,0.2282,39.74,56.15,high,0,0,unverified,,0
19954,421040,Plantera,2016-01-28,"Casual, Indie, Simulation","Sandbox, Building, Funny, Simulation, Farming Sim, Agriculture, Automation, Singleplayer",299,2.99,$0.01-4.99,8,5607,"100,000 - 200,000",150000,-0.6998,39.64,51.22,high,0,0,unverified,,0
20012,435120,Rusty Lake Hotel,2016-01-29,"Adventure, Indie","Gore, Short, Horror, Atmospheric, Psychological Horror, Dark Humor, Story Rich, Singleplayer",199,1.99,$0.01-4.99,9,8503,"500,000 - 1,000,000",750000,0.1219,39.61,55.52,high,0,0,unverified,,0
20103,745920,Temtem,,"Aventura, Indie, Multijugador masivo, Rol","Co-op, Multiplayer, Character Customization, Story Rich, RPG, Adventure, PvP, Exploration",4499,44.99,$40+,8,38583,"500,000 - 1,000,000",750000,0.3707,39.56,56.81,high,0,0,unverified,,0
20138,473950,Manifold Garden,2020-10-20,"Adventure, Indie","Difficult, First-Person, Atmospheric, Singleplayer, Adventure, Indie, Exploration, Mystery",1999,19.99,$15-19.99,9,6439,"200,000 - 500,000",350000,-0.1612,39.53,53.99,high,0,0,unverified,,0
20211,1940340,Darkest Dungeon® II,2023-05-08,"Indie, RPG, Strategy","Lovecraftian, Roguelite, Turn-Based, Dungeon Crawler, Roguelike, Story Rich, Procedural Generation, Perma Death",3999,39.99,$30-39.99,6,17309,"500,000 - 1,000,000",750000,-0.4797,39.5,52.3,high,0,0,unverified,,0
20287,1195290,Moncage,2021-11-15,"Adventure, Casual, Indie, Simulation, Strategy","Sandbox, First-Person, Simulation, Atmospheric, Dungeon Crawler, Singleplayer, Adventure, Indie",1499,14.99,$10-14.99,8,5080,"200,000 - 500,000",350000,-0.5288,39.46,52.03,high,0,0,unverified,,0
20480,617670,Zup! S,2018-11-15,"Casual, Indie","Difficult, Beautiful, Fast-Paced, Short, Horror, Psychological Horror, Physics, Strategy",199,1.99,$0.01-4.99,9,14235,"200,000 - 500,000",350000,0.1183,39.35,55.37,high,0,0,unverified,,0
20513,1473350,(the) Gnorp Apologue,2023-12-14,"Casual, Indie, Simulation, Strategy","Building, Management, Simulation, Roguelite, Resource Management, Strategy, Roguelike, Economy",699,6.99,$5-9.99,9,5861,"200,000 - 500,000",350000,-0.1943,39.33,53.72,high,0,0,unverified,,0
20585,3146520,WEBFISHING,2024-10-11,"Casual, Indie, Massively Multiplayer","Co-op, Online Co-Op, Multiplayer, Sandbox, Character Customization, Singleplayer, Indie, Third Person",499,4.99,$0.01-4.99,9,7252,"200,000 - 500,000",350000,-0.1193,39.29,54.09,high,0,0,unverified,,0
20747,627690,Idle Champions of the Forgotten Realms,2020-03-25,"Action, Adventure, Free To Play, Indie, Strategy","Funny, Management, Dungeon Crawler, Strategy, Free to Play, Action, Singleplayer, RPG",0,0.0,free,6,13958,"1,000,000 - 2,000,000",1500000,-0.3872,39.21,52.65,high,0,0,unverified,,0
20769,224760,FEZ,2013-05-01,Indie,"Great Soundtrack, Beautiful, Atmospheric, Singleplayer, Adventure, Metroidvania, Indie, Platformer",999,9.99,$5-9.99,8,14967,"1,000,000 - 2,000,000",1500000,0.2054,39.2,55.76,high,0,0,unverified,,0
20899,1458100,Cozy Grove,2021-04-07,"Casual, Indie","Crafting, Funny, Management, Atmospheric, Character Customization, Story Rich, Procedural Generation, Singleplayer",1499,14.99,$10-14.99,8,7632,"200,000 - 500,000",350000,-0.3854,39.14,52.62,high,0,0,unverified,,0
21031,2303350,Sticky Business,2023-07-17,"Casual, Simulation","Sandbox, Simulation, Atmospheric, Economy, Singleplayer, Indie, Family Friendly, 2D",999,9.99,$5-9.99,9,5115,"100,000 - 200,000",150000,-0.4482,39.07,52.26,high,0,0,unverified,,0
21076,2324650,The Murder of Sonic the Hedgehog,2023-03-31,"Casual, Free To Play, Indie, Simulation","Great Soundtrack, Funny, Simulation, Comedy, Psychological Horror, Free to Play, Isometric, Singleplayer",0,0.0,free,9,21815,"0 - 20,000",10000,-0.595,39.05,51.47,high,0,0,unverified,,0
21088,1337010,Alba: A Wildlife Adventure,2020-12-11,"Adventure, Casual","Open World, Funny, Story Rich, Singleplayer, Adventure, Indie, Family Friendly, Exploration",1699,16.99,$15-19.99,9,6007,"100,000 - 200,000",150000,-0.3915,39.04,52.54,high,0,0,unverified,,0
21103,1806040,Snake Force,2021-11-18,"Action, Free To Play, Indie","Multiplayer, Funny, FPS, Tactical, Comedy, Military, Dark Humor, Free to Play",0,0.0,free,9,5426,"0 - 20,000",10000,-1.0852,39.03,48.89,high,0,0,unverified,,0
21271,1846170,Iron Lung,2022-03-09,"Adventure, Indie, Simulation","First-Person, Short, Horror, Atmospheric, Psychological Horror, Underwater, Sci-fi, Adventure",799,7.99,$5-9.99,8,7785,"200,000 - 500,000",350000,-0.3784,38.93,52.55,high,0,0,unverified,,0
21293,1466640,Road 96 🛣️,2021-08-16,"Action, Adventure, Indie","First-Person, Atmospheric, Story Rich, Action, Procedural Generation, Singleplayer, Adventure, Exploration",1996,19.96,$15-19.99,8,19103,"1,000,000 - 2,000,000",1500000,0.2914,38.93,56.07,high,0,0,unverified,,0
21295,1732180,Kaiju Princess,2022-06-21,"Casual, Indie, RPG, Simulation, Strategy","Funny, Simulation, Resource Management, Strategy, Mature, Singleplayer, RPG, Sci-fi",1099,10.99,$10-14.99,9,5529,"0 - 20,000",10000,-1.0785,38.93,48.87,high,0,0,unverified,,0
21311,1244090,Sea of Stars,2023-08-28,"Adventure, Indie, RPG","Funny, Comedy, Turn-Based, Story Rich, Singleplayer, RPG, Adventure, Indie",3499,34.99,$30-39.99,8,10857,"200,000 - 500,000",350000,-0.2612,38.92,53.16,high,0,0,unverified,,0
21323,1274290,Kidnapped Girl,2020-06-15,"Adventure, Casual, Free To Play, Indie, Simulation","Great Soundtrack, First-Person, Simulation, Comedy, Violent, Free to Play, Story Rich, Mature",0,0.0,free,8,6340,"200,000 - 500,000",350000,-0.4507,38.91,52.16,high,0,0,unverified,,0
21430,1350650,FreshWomen - Season 1,2022-08-19,"Adventure, Indie","Replay Value, Comedy, Realistic, Story Rich, Mature, Dating Sim, Singleplayer, Adventure",1399,13.99,$10-14.99,9,16769,"0 - 20,000",10000,-0.6877,38.86,50.89,high,0,0,unverified,,0
21435,368360,60 Seconds!,2015-05-25,"Adventure, Casual, Indie, Simulation, Strategy","Difficult, Survival, Funny, Management, Dark Humor, Strategy, Post-apocalyptic, Story Rich",899,8.99,$5-9.99,8,11409,"100,000 - 200,000",150000,-0.4495,38.86,52.14,high,0,0,unverified,,0
21622,611790,House Party,2022-07-15,"Adventure, Casual, Indie, RPG, Simulation","Sandbox, Simulation, Comedy, Story Rich, Mature, Singleplayer, Adventure",2499,24.99,$20-29.99,8,14595,"1,000,000 - 2,000,000",1500000,0.1966,38.77,55.5,high,0,0,unverified,,0
21678,1161770,Breeders of the Nephelym: Alpha,2019-10-18,"Adventure, Early Access, Free To Play, Indie","Open World, Psychological Horror, Free to Play, Character Customization, Story Rich, Mature, Singleplayer, Early Access",0,0.0,free,8,9716,"0 - 20,000",10000,-1.164,38.74,48.33,high,0,0,unverified,,0
21829,1139890,Dictators:No Peace Countryballs,2020-01-01,"Casual, Indie, Simulation, Strategy","Multiplayer, Memes, War, Simulation, Strategy, Indie, 2D",99,0.99,$0.01-4.99,8,5954,"50,000 - 100,000",75000,-0.847,38.67,49.96,high,0,0,unverified,,0
21949,952040,MUSYNX,2018-12-04,"Indie, Simulation","Difficult, FPS, First-Person, Simulation, Music, Mature, Rhythm, Action",399,3.99,$0.01-4.99,8,5868,"200,000 - 500,000",350000,-0.4779,38.6,51.86,high,0,0,unverified,,0
22128,589870,Learn to Fly 3,2017-05-12,"Action, Adventure, Casual, Free To Play, Indie, Simulation, Strategy","Sandbox, Management, Simulation, Physics, Strategy, Free to Play, Character Customization, Singleplayer",0,0.0,free,8,9705,"1,000,000 - 2,000,000",1500000,0.0528,38.51,54.61,high,0,0,unverified,,0
22175,327410,A Bird Story,,"RPG, アドベンチャー, インディー","Great Soundtrack, Short, Atmospheric, Story Rich, Singleplayer, RPG, Adventure, Indie",399,3.99,$0.01-4.99,8,9956,"200,000 - 500,000",350000,-0.2917,38.48,52.78,high,0,0,unverified,,0
22239,1590320,Bro Falls,2021-12-30,"Action, Casual, Free To Play, Indie, Massively Multiplayer, Racing","Multiplayer, Massively Multiplayer, Survival, Team-Based, First-Person, Free to Play, Action, Platformer",0,0.0,free,6,19906,"0 - 20,000",10000,-1.4793,38.45,46.52,high,0,0,unverified,,0
22246,351940,The Descendant,2016-03-24,"Adventure, Casual, Indie","Horror, Atmospheric, Free to Play, Post-apocalyptic, Story Rich, Singleplayer, Sci-fi, Adventure",1499,14.99,$10-14.99,8,6931,"2,000,000 - 5,000,000",3500000,0.1401,38.44,55.03,high,0,0,unverified,,0
22332,420110,NEKOPARA Vol. 2,2016-02-19,"Casual, Indie","Great Soundtrack, Atmospheric, Comedy, Story Rich, Dating Sim, Singleplayer, Adventure, Indie",999,9.99,$5-9.99,9,12487,"500,000 - 1,000,000",750000,0.2573,38.4,55.63,high,0,0,unverified,,0
22452,435400,Hidden Folks,2017-02-15,"Adventure, Casual, Indie","Great Soundtrack, Funny, Short, Touch-Friendly, Isometric, Singleplayer, Adventure, Indie",1499,14.99,$10-14.99,9,9091,"200,000 - 500,000",350000,-0.0397,38.34,54.04,high,0,0,unverified,,0
22485,465520,PRICE,2016-09-15,"Adventure, Casual, Indie","Great Soundtrack, Short, Horror, Atmospheric, Psychological Horror, Free to Play, Story Rich, Singleplayer",0,0.0,free,8,5045,"200,000 - 500,000",350000,-0.5312,38.33,51.45,high,0,0,unverified,,0
22768,1049590,Eternal Return,2023-07-19,"Free To Play, Indie, Strategy","Multiplayer, Survival, Crafting, Tactical, Strategy, Free to Play, Character Customization, Action",0,0.0,free,6,60133,"5,000,000 - 10,000,000",7500000,0.5183,38.19,56.9,high,0,0,unverified,,0
22794,1506980,葬花·暗黑桃花源,,"休闲, 冒险, 独立, 角色扮演","Story Rich, Mature, Dating Sim, Singleplayer, Adventure, Dark, Indie, Mystery",1399,13.99,$10-14.99,9,5927,"200,000 - 500,000",350000,-0.1904,38.18,53.17,high,0,0,unverified,,0
22888,1070580,Drift86,2019-11-19,"Casual, Indie, Racing","Great Soundtrack, Multiplayer, Local Multiplayer, Simulation, Short, Action, Singleplayer, Automobile Sim",199,1.99,$0.01-4.99,8,5926,"100,000 - 200,000",150000,-0.6803,38.13,50.57,high,0,0,unverified,,0
22904,2325290,Sky: Children of the Light,2024-04-10,"Adventure, Casual, Early Access, Free To Play, Indie, Massively Multiplayer, RPG","Online Co-Op, Multiplayer, Massively Multiplayer, Atmospheric, Character Customization, Early Access, RPG, Adventure",0,0.0,free,8,8583,"0 - 20,000",10000,-1.2076,38.13,47.79,high,0,0,unverified,,0
23054,1328840,Lost in Play,2022-08-10,"Adventure, Indie","Funny, Atmospheric, Comedy, Story Rich, Singleplayer, Adventure, Indie, Family Friendly",1999,19.99,$15-19.99,9,5997,"100,000 - 200,000",150000,-0.3921,38.04,52.04,high,0,0,unverified,,0
23138,532110,Rusty Lake: Roots,2016-10-20,"Adventure, Indie","Gore, Horror, Atmospheric, Lovecraftian, Psychological Horror, Story Rich, Singleplayer, Adventure",399,3.99,$0.01-4.99,9,7132,"200,000 - 500,000",350000,-0.1252,38.0,53.42,high,0,0,unverified,,0
23257,266010,LYNE,2014-03-17,"Casual, Indie","Great Soundtrack, Difficult, Atmospheric, Touch-Friendly, Strategy, Action, Procedural Generation, Singleplayer",299,2.99,$0.01-4.99,9,8146,"200,000 - 500,000",350000,-0.0784,37.94,53.64,high,0,0,unverified,,0
23437,769560,月圆之夜 (Night of Full Moon),2019-07-25,"Adventure, Free To Play, Indie, Strategy","Roguelite, Turn-Based, Strategy, Free to Play, Roguelike, Singleplayer, RPG, Adventure",0,0.0,free,8,9897,"500,000 - 1,000,000",750000,-0.1086,37.86,53.44,high,0,0,unverified,,0
23765,351640,Eternal Senia,2015-06-18,"Action, Free To Play, Indie, RPG","Great Soundtrack, Free to Play, Story Rich, Action, Singleplayer, RPG, Indie, Action RPG",0,0.0,free,9,11895,"500,000 - 1,000,000",750000,0.2402,37.71,55.2,high,0,0,unverified,,0
23889,331870,AER Memories of Old,2017-10-25,"Adventure, Indie","Great Soundtrack, Open World, Atmospheric, Story Rich, Singleplayer, Adventure, Indie, Third Person",149,1.49,$0.01-4.99,8,7132,"200,000 - 500,000",350000,-0.4092,37.65,51.75,high,0,0,unverified,,0
24045,744190,Rusty Lake Paradise,2018-01-11,"Adventure, Indie","Gore, Horror, Atmospheric, Psychological Horror, Story Rich, Singleplayer, Adventure, Dark",399,3.99,$0.01-4.99,9,5198,"200,000 - 500,000",350000,-0.2367,37.58,52.62,high,0,0,unverified,,0
24066,395170,DISTRAINT: Deluxe Edition,2015-10-21,"Adventure, Casual, Indie","Gore, Short, Horror, Atmospheric, Psychological Horror, Dark Humor, Story Rich, Singleplayer",499,4.99,$0.01-4.99,8,11758,"2,000,000 - 5,000,000",3500000,0.3263,37.57,55.58,high,0,0,unverified,,0
24118,1615290,Ravenous Devils,2022-04-29,"Casual, Indie, Simulation","Gore, Management, Simulation, Horror, Violent, Farming Sim, Dark Humor, Resource Management",499,4.99,$0.01-4.99,8,7763,"200,000 - 500,000",350000,-0.3794,37.55,51.86,high,0,0,unverified,,0
24148,820520,Deceive Inc.,2023-03-21,"Action, Indie, Strategy","Team-Based, First-Person, Strategy, Shooter, Action, Stealth, PvP",1999,19.99,$15-19.99,8,7365,"200,000 - 500,000",350000,-0.3979,37.54,51.76,high,0,0,unverified,,0
24169,1202900,Assemble with Care,2020-03-26,"Casual, Indie","Great Soundtrack, Beautiful, Simulation, Short, Atmospheric, Story Rich, Singleplayer, Indie",799,7.99,$5-9.99,8,7085,"200,000 - 500,000",350000,-0.4116,37.53,51.68,high,0,0,unverified,,0
24262,946050,Soda Dungeon 2,2020-07-09,"Casual, Free To Play, Indie, RPG","Simulation, Comedy, Turn-Based, Dungeon Crawler, Strategy, Free to Play, Action, Singleplayer",0,0.0,free,8,5295,"500,000 - 1,000,000",750000,-0.329,37.48,52.09,high,0,0,unverified,,0
24398,2132850,Rabbit and Steel,2024-05-09,"Action, Adventure, Indie, RPG","Co-op, Difficult, Roguelike, Action, RPG, Adventure, Action Roguelike, Loot",1499,14.99,$10-14.99,9,6377,"200,000 - 500,000",350000,-0.1646,37.43,52.93,high,0,0,unverified,,0
24476,430960,Lucy -The Eternity She Wished For-,2016-02-28,"Adventure, Casual, Indie, Simulation","Great Soundtrack, Simulation, Story Rich, Dating Sim, Singleplayer, Sci-fi, Adventure, Science",999,9.99,$5-9.99,9,7932,"200,000 - 500,000",350000,-0.0878,37.39,53.31,high,0,0,unverified,,0
24498,1677770,The Case of the Golden Idol,2022-10-13,"Adventure, Indie","Atmospheric, Historical, Story Rich, Singleplayer, Adventure, Dark, Crime, Exploration",1799,17.99,$15-19.99,9,7143,"500,000 - 1,000,000",750000,0.0605,37.38,54.09,high,0,0,unverified,,0
24519,1574580,Strange Horticulture,2022-01-21,"Adventure, Indie, Simulation","Simulation, Atmospheric, Lovecraftian, Story Rich, Adventure, Dark, Exploration, Mystery",1599,15.99,$15-19.99,9,11234,"200,000 - 500,000",350000,0.0348,37.37,53.95,high,0,0,unverified,,0
24586,731040,The Invincible,2023-11-06,"Action, Adventure, Indie","First-Person, Story Rich, Singleplayer, Sci-fi, Adventure, Science, Robots, Mystery",1979,19.79,$15-19.99,8,5024,"500,000 - 1,000,000",750000,-0.3475,37.34,51.92,high,0,0,unverified,,0
24814,394310,Punch Club,2016-01-08,"Indie, RPG, Strategy","Funny, Management, Simulation, Atmospheric, Fighting, Story Rich, Action, RPG",999,9.99,$5-9.99,8,14278,"1,000,000 - 2,000,000",1500000,0.1889,37.24,54.69,high,0,0,unverified,,0
25003,673130,AMID EVIL,2019-06-20,"Action, Adventure, Indie","FPS, First-Person, Atmospheric, Shooter, Action, Singleplayer, Sci-fi, Adventure",1999,19.99,$15-19.99,8,6849,"1,000,000 - 2,000,000",1500000,-0.07,37.16,53.29,high,0,0,unverified,,0
25051,1949740,Banana Shooter,2022-05-01,"Action, Casual, Free To Play, Indie","Multiplayer, FPS, Horror, Psychological Horror, Souls-like, Free to Play, Shooter, Action",0,0.0,free,8,15268,"0 - 20,000",10000,-1.0047,37.14,48.36,high,0,0,unverified,,0
25122,2114740,Blasphemous 2,2023-08-24,"Action, Adventure, Indie","Difficult, Hack and Slash, Horror, Souls-like, Story Rich, Adventure, Metroidvania, Platformer",2999,29.99,$20-29.99,8,11227,"500,000 - 1,000,000",750000,-0.0642,37.11,53.29,high,0,0,unverified,,0
25124,1012880,60 Seconds! Reatomized,2019-07-25,"Adventure, Casual, Indie, Simulation, Strategy","Difficult, Funny, Management, Horror, Dark Humor, Strategy, Post-apocalyptic, Story Rich",999,9.99,$5-9.99,8,15326,"1,000,000 - 2,000,000",1500000,0.2138,37.11,54.76,high,0,0,unverified,,0
25252,774801,Crab Champions,2023-04-01,"Action, Adventure, Casual, Early Access, Indie","Co-op, Multiplayer, Memes, Roguelike, Shooter, Action, Perma Death, Early Access",999,9.99,$5-9.99,9,23847,"500,000 - 1,000,000",750000,0.4852,37.05,56.15,high,0,0,unverified,,0
25294,758190,Dragon Cliff,2018-05-11,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Management, Simulation, Hack and Slash, Turn-Based, Dungeon Crawler, Strategy, Singleplayer, RPG",199,1.99,$0.01-4.99,8,7475,"500,000 - 1,000,000",750000,-0.2075,37.03,52.5,high,0,0,unverified,,0
25308,2334730,Death Must Die,2023-11-14,"Action, Casual, Early Access, Indie, RPG","Hack and Slash, Roguelite, Roguelike, Action, Procedural Generation, Isometric, Singleplayer, Early Access",699,6.99,$5-9.99,8,18091,"500,000 - 1,000,000",750000,0.1039,37.03,54.14,high,0,0,unverified,,0
25436,1684930,CULTIC,2022-10-13,"Action, Indie","Gore, FPS, First-Person, Horror, Lovecraftian, Violent, Physics, Shooter",999,9.99,$5-9.99,9,6268,"100,000 - 200,000",150000,-0.3766,36.97,51.58,high,0,0,unverified,,0
25499,2181930,DR LIVESEY ROM AND DEATH EDITION,2023-02-13,"Action, Adventure, Indie, RPG, Simulation","Difficult, Atmospheric, Comedy, Dungeon Crawler, Roguelike, Action, Procedural Generation, Singleplayer",99,0.99,$0.01-4.99,8,13045,"500,000 - 1,000,000",750000,-0.0113,36.94,53.49,high,0,0,unverified,,0
25582,732430,Superflight,2017-11-08,"Action, Casual, Indie, Racing, Sports","Open World, Difficult, Fast-Paced, Simulation, Atmospheric, Physics, Action, Procedural Generation",299,2.99,$0.01-4.99,9,11059,"500,000 - 1,000,000",750000,0.2145,36.9,54.66,high,0,0,unverified,,0
25921,1000360,Hellish Quart,2021-02-16,"Action, Early Access, Indie","Local Multiplayer, Fighting, Physics, Realistic, Historical, Character Customization, Swordplay, Action",1699,16.99,$15-19.99,8,6712,"500,000 - 1,000,000",750000,-0.2455,36.77,52.17,high,0,0,unverified,,0
26218,406150,Refunct,2015-10-16,"Adventure, Casual, Indie","Great Soundtrack, Open World, First-Person, Beautiful, Short, Atmospheric, Singleplayer, Adventure",299,2.99,$0.01-4.99,9,17257,"200,000 - 500,000",350000,0.1861,36.65,54.38,high,0,0,unverified,,0
26291,994730,Banner of the Maid,2019-05-27,"Indie, RPG, Strategy","Turn-Based, Strategy, Historical, Mature, Isometric, RPG, Indie, 2D",1699,16.99,$15-19.99,8,7562,"200,000 - 500,000",350000,-0.3886,36.62,51.34,high,0,0,unverified,,0
26294,447530,VA-11 Hall-A: Cyberpunk Bartender Action,2016-06-21,"Adventure, Indie, Simulation","Memes, Funny, Simulation, Story Rich, Sci-fi, Adventure, Cyberpunk, 2D",1499,14.99,$10-14.99,9,34897,"500,000 - 1,000,000",750000,0.6193,36.61,56.64,high,0,0,unverified,,0
26474,893850,THE LONGING,2020-03-05,"Adventure, Indie, RPG","Atmospheric, Story Rich, Singleplayer, RPG, Adventure, Dark, Indie, Exploration",1499,14.99,$10-14.99,8,6251,"200,000 - 500,000",350000,-0.4557,36.53,50.95,high,0,0,unverified,,0
26486,383270,Hue,2016-08-30,"Adventure, Indie","Great Soundtrack, Story Rich, Singleplayer, Adventure, Metroidvania, Indie, Platformer, 2D",1499,14.99,$10-14.99,8,9845,"200,000 - 500,000",350000,-0.2956,36.53,51.79,high,0,0,unverified,,0
