app_id,review_score,review_score_description,positive,negative,total,recommendations,steamspy_positive,steamspy_negative
2396140,7,Positive,13,0,13,,13,0
2396150,7,Positive,12,0,12,,12,0
2396160,7,Positive,11,0,11,,11,0
2396180,7,Positive,11,0,11,,11,0
2396190,0,No user reviews,0,0,0,,0,0
2396200,0,No user reviews,0,0,0,,0,0
2396220,0,No user reviews,0,0,0,,0,0
2396230,0,No user reviews,0,0,0,,0,0
2396240,9,Overwhelmingly Positive,1057,44,1101,955,1049,43
2396250,0,No user reviews,0,0,0,,0,0
2396300,7,Positive,12,2,14,,0,0
2396320,7,Positive,27,3,30,,0,0
2396330,7,Positive,10,1,11,,10,1
2396340,7,Positive,20,2,22,,0,0
2396350,0,5 user reviews,5,0,5,,0,0
2396360,0,2 user reviews,2,0,2,,0,0
2396370,0,No user reviews,0,0,0,,0,0
2396380,7,Positive,15,3,18,,15,3
2396400,0,No user reviews,0,0,0,,0,0
2396450,0,6 user reviews,5,1,6,,5,1
2396510,7,Positive,14,2,16,,14,2
2396530,7,Positive,12,0,12,,12,0
2396540,0,No user reviews,0,0,0,,0,0
2396580,0,No user reviews,0,0,0,,0,0
2396590,0,No user reviews,0,0,0,,0,0
2396610,0,No user reviews,0,0,0,,0,0
2396620,8,Very Positive,75,3,78,,0,0
2396630,5,Mixed,30,19,49,,30,19
2396640,0,6 user reviews,3,3,6,,3,3
2396650,0,No user reviews,0,0,0,,0,0
2396660,0,7 user reviews,7,0,7,,7,0
2396670,0,7 user reviews,7,0,7,,0,0
2396680,5,Mixed,15,10,25,,15,10
2396690,0,No user reviews,0,0,0,,0,0
2396700,0,No user reviews,0,0,0,,0,0
2396740,0,No user reviews,0,0,0,,0,0
2396760,0,No user reviews,0,0,0,,0,0
2396770,0,No user reviews,0,0,0,,0,0
2396800,0,No user reviews,0,0,0,,0,0
2396810,0,No user reviews,0,0,0,,0,0
2396830,0,5 user reviews,5,0,5,,0,0
2396860,0,1 user reviews,1,0,1,,1,0
2396890,0,No user reviews,0,0,0,,0,0
2396900,0,6 user reviews,5,1,6,,5,1
2396910,5,Mixed,225,232,457,,0,0
2396980,8,Very Positive,1674,97,1771,1669,1671,96
2397000,0,No user reviews,0,0,0,,0,0
2397060,0,No user reviews,0,0,0,,0,0
2397110,0,5 user reviews,5,0,5,,5,0
2397120,7,Positive,20,2,22,,20,2
2397140,4,Mostly Negative,16,49,65,,16,49
2397160,0,No user reviews,0,0,0,,0,0
2397230,0,5 user reviews,2,3,5,,2,3
2397240,0,No user reviews,0,0,0,,0,0
2397250,0,No user reviews,0,0,0,,0,0
2397260,0,5 user reviews,5,0,5,,5,0
2397270,0,No user reviews,0,0,0,,0,0
2397280,0,No user reviews,0,0,0,,0,0
2397300,0,No user reviews,0,0,0,,0,0
2397350,0,No user reviews,0,0,0,,0,0
2397370,0,No user reviews,0,0,0,,0,0
2397380,0,9 user reviews,7,2,9,,0,0
2397390,0,No user reviews,0,0,0,,0,0
2397400,0,6 user reviews,5,1,6,,5,1
2397410,0,No user reviews,0,0,0,,0,0
2397420,6,Mostly Positive,14,6,20,,0,0
2397440,0,No user reviews,0,0,0,,0,0
2397450,0,No user reviews,0,0,0,,0,0
2397490,0,No user reviews,0,0,0,,0,0
2397500,8,Very Positive,55,7,62,,55,7
2397510,0,No user reviews,0,0,0,,0,0
2397540,0,No user reviews,0,0,0,,0,0
2397600,8,Very Positive,59,1,60,,59,1
2397610,0,No user reviews,0,0,0,,0,0
2397630,7,Positive,34,3,37,,34,3
2397640,0,No user reviews,0,0,0,,0,0
2397660,0,No user reviews,0,0,0,,0,0
2397690,7,Positive,20,1,21,,20,1
2397700,0,8 user reviews,7,1,8,,7,1
2397740,0,No user reviews,0,0,0,,0,0
2397750,0,No user reviews,0,0,0,,0,0
2397760,0,No user reviews,0,0,0,,0,0
2397770,0,No user reviews,0,0,0,,0,0
2397800,0,No user reviews,0,0,0,,0,0
2397830,0,8 user reviews,7,1,8,,7,1
2397840,8,Very Positive,80,1,81,,80,1
2397860,0,No user reviews,0,0,0,,0,0
2397870,0,No user reviews,0,0,0,,0,0
2397880,7,Positive,16,0,16,,16,0
2397910,0,No user reviews,0,0,0,,0,0
2397930,0,No user reviews,0,0,0,,0,0
2397940,0,No user reviews,0,0,0,,0,0
2397950,0,7 user reviews,4,3,7,,4,3
2398000,0,1 user reviews,1,0,1,,1,0
2398010,0,8 user reviews,7,1,8,,7,1
2398020,7,Positive,12,0,12,,12,0
2398030,8,Very Positive,237,35,272,261,236,35
2398110,0,No user reviews,0,0,0,,0,0
2398120,0,No user reviews,0,0,0,,0,0
2398130,0,No user reviews,0,0,0,,0,0
2398140,0,No user reviews,0,0,0,,0,0
2398150,0,No user reviews,0,0,0,,0,0
2398170,8,Very Positive,393,79,472,447,392,77
2398180,8,Very Positive,63,2,65,,0,0
2398190,0,1 user reviews,1,0,1,,1,0
2398200,0,No user reviews,0,0,0,,0,0
2398220,0,6 user reviews,3,3,6,,0,0
2398230,0,No user reviews,0,0,0,,0,0
2398240,0,1 user reviews,1,0,1,,1,0
2398260,7,Positive,28,6,34,,28,6
2398290,0,No user reviews,0,0,0,,0,0
2398300,7,Positive,24,5,29,,24,5
2398310,8,Very Positive,132,8,140,,0,0
2398320,0,No user reviews,0,0,0,,0,0
2398350,6,Mostly Positive,20,7,27,,0,0
2398360,0,No user reviews,0,0,0,,0,0
2398370,0,No user reviews,0,0,0,,0,0
2398410,7,Positive,45,4,49,,0,0
2398430,8,Very Positive,60,10,70,,60,10
2398450,8,Very Positive,604,57,661,,0,0
2398480,0,No user reviews,0,0,0,,0,0
2398490,8,Very Positive,171,15,186,,0,0
2398500,7,Positive,19,4,23,,19,4
2398520,8,Very Positive,83,4,87,,0,0
2398530,3,Negative,1,13,14,,0,0
2398550,5,Mixed,170,104,274,,0,0
2398560,0,No user reviews,0,0,0,,0,0
2398570,7,Positive,23,4,27,,23,4
2398580,7,Positive,14,1,15,,0,0
2398590,8,Very Positive,50,7,57,,48,7
2398630,5,Mixed,48,25,73,,48,25
2398640,7,Positive,40,8,48,,0,0
2398660,6,Mostly Positive,26,7,33,,25,6
2398680,0,No user reviews,0,0,0,,0,0
2398720,0,5 user reviews,3,2,5,,3,2
2398730,0,No user reviews,0,0,0,,0,0
2398750,0,8 user reviews,8,0,8,,8,0
2398760,7,Positive,18,2,20,,18,2
2398800,0,5 user reviews,5,0,5,,0,0
2398820,0,No user reviews,0,0,0,,0,0
2398830,0,No user reviews,0,0,0,,0,0
2398860,0,No user reviews,0,0,0,,0,0
2398870,0,2 user reviews,0,2,2,,0,2
2398880,7,Positive,21,1,22,,0,0
2398890,0,No user reviews,0,0,0,,0,0
2398900,7,Positive,29,1,30,,29,1
2398920,0,No user reviews,0,0,0,,0,0
2398930,0,No user reviews,0,0,0,,0,0
2398940,8,Very Positive,186,9,195,187,186,9
2398950,0,No user reviews,0,0,0,,0,0
2398960,0,No user reviews,0,0,0,,0,0
2398980,7,Positive,19,0,19,,0,0
2399030,0,No user reviews,0,0,0,,0,0
2399040,7,Positive,24,3,27,,0,0
2399060,8,Very Positive,128,17,145,120,127,17
2399070,0,1 user reviews,0,1,1,,0,1
2399080,6,Mostly Positive,37,14,51,,37,14
2399100,0,No user reviews,0,0,0,,0,0
2399110,0,No user reviews,0,0,0,,0,0
2399120,0,4 user reviews,3,1,4,,3,1
2399130,5,Mixed,13,12,25,,13,12
2399140,0,No user reviews,0,0,0,,0,0
2399160,8,Very Positive,1390,244,1634,1594,1387,245
2399170,0,No user reviews,0,0,0,,0,0
2399180,0,7 user reviews,6,1,7,,0,0
2399190,5,Mixed,9,7,16,,9,7
2399220,9,Overwhelmingly Positive,1662,60,1722,1614,1660,60
2399260,0,No user reviews,0,0,0,,0,0
2399280,0,No user reviews,0,0,0,,0,0
2399310,8,Very Positive,73,7,80,,0,0
2399340,0,No user reviews,0,0,0,,0,0
2399360,6,Mostly Positive,66,21,87,,0,0
2399370,7,Positive,35,0,35,,0,0
2399420,6,Mostly Positive,3466,1202,4668,4579,3453,1197
2399430,0,No user reviews,0,0,0,,0,0
2399450,0,6 user reviews,2,4,6,,2,4
2399530,0,No user reviews,0,0,0,,0,0
2399540,3,Negative,1,11,12,,1,11
2399570,0,No user reviews,0,0,0,,0,0
2399590,0,7 user reviews,6,1,7,,0,0
2399600,5,Mixed,12,6,18,,12,6
2399640,0,4 user reviews,4,0,4,,4,0
2399670,8,Very Positive,47,4,51,,0,0
2399680,0,No user reviews,0,0,0,,0,0
2399690,0,No user reviews,0,0,0,,0,0
2399700,0,No user reviews,0,0,0,,0,0
2399710,7,Positive,15,1,16,,15,1
2399730,6,Mostly Positive,361,94,455,424,361,93
2399760,0,6 user reviews,0,6,6,,0,6
2399770,5,Mixed,25,17,42,,25,17
2399800,0,No user reviews,0,0,0,,0,0
2399810,7,Positive,10,2,12,,0,0
2399830,5,Mixed,36273,25713,61986,56015,36209,25670
2399840,0,4 user reviews,1,3,4,,0,0
2399860,0,No user reviews,0,0,0,,0,0
2399910,8,Very Positive,433,20,453,,0,0
2399930,0,4 user reviews,4,0,4,,4,0
2399960,0,No user reviews,0,0,0,,0,0
2399990,0,No user reviews,0,0,0,,0,0
2400060,0,3 user reviews,3,0,3,,3,0
2400100,0,No user reviews,0,0,0,,0,0
2400150,0,No user reviews,0,0,0,,0,0
2400160,8,Very Positive,291,45,336,313,278,43
2400170,0,No user reviews,0,0,0,,0,0
2400180,0,No user reviews,0,0,0,,0,0
2400280,6,Mostly Positive,227,94,321,312,227,94
2400290,7,Positive,32,4,36,,32,4
2400330,0,No user reviews,0,0,0,,0,0
2400340,8,Very Positive,1089,77,1166,1111,1089,77
2400350,0,No user reviews,0,0,0,,0,0
2400360,0,No user reviews,0,0,0,,0,0
2400370,0,4 user reviews,3,1,4,,3,1
2400380,0,No user reviews,0,0,0,,0,0
2400400,0,No user reviews,0,0,0,,0,0
2400420,7,Positive,9,2,11,,9,2
2400430,0,No user reviews,0,0,0,,0,0
2400460,0,No user reviews,0,0,0,,0,0
2400470,0,No user reviews,0,0,0,,0,0
2400490,0,No user reviews,0,0,0,,0,0
2400510,6,Mostly Positive,1294,375,1669,1466,1291,375
2400520,0,No user reviews,0,0,0,,0,0
2400540,0,No user reviews,0,0,0,,0,0
2400550,0,2 user reviews,1,1,2,,1,1
2400590,8,Very Positive,172,22,194,174,172,22
2400620,0,No user reviews,0,0,0,,0,0
2400630,0,No user reviews,0,0,0,,0,0
2400640,8,Very Positive,431,23,454,408,427,23
2400650,0,No user reviews,0,0,0,,0,0
2400670,0,No user reviews,0,0,0,,0,0
2400690,7,Positive,16,0,16,,16,0
2400700,7,Positive,16,4,20,,16,4
2400730,0,2 user reviews,1,1,2,,0,0
2400740,8,Very Positive,60,5,65,,0,0
2400760,6,Mostly Positive,11,4,15,,11,4
2400770,6,Mostly Positive,537,154,691,642,515,150
2400790,4,Mostly Negative,10,16,26,,9,16
2400810,0,No user reviews,0,0,0,,0,0
2400840,0,No user reviews,0,0,0,,0,0
2400850,0,1 user reviews,1,0,1,,1,0
2400860,0,5 user reviews,4,1,5,,4,1
2400870,0,No user reviews,0,0,0,,0,0
2400880,8,Very Positive,193,34,227,177,193,34
2400960,5,Mixed,75,33,108,,75,32
2400980,0,No user reviews,0,0,0,,0,0
2400990,0,No user reviews,0,0,0,,0,0
2401030,0,2 user reviews,2,0,2,,2,0
2401040,0,8 user reviews,5,3,8,,0,0
2401050,0,No user reviews,0,0,0,,0,0
2401060,0,No user reviews,0,0,0,,0,0
2401080,7,Positive,21,1,22,,0,0
2401090,0,No user reviews,0,0,0,,0,0
2401100,0,2 user reviews,2,0,2,,2,0
2401220,0,No user reviews,0,0,0,,0,0
2401240,0,No user reviews,0,0,0,,0,0
2401260,0,No user reviews,0,0,0,,0,0
2401280,0,No user reviews,0,0,0,,0,0
2401340,0,5 user reviews,3,2,5,,3,2
2401350,0,No user reviews,0,0,0,,0,0
2401370,8,Very Positive,68,7,75,,68,7
2401380,0,No user reviews,0,0,0,,0,0
2401410,0,No user reviews,0,0,0,,0,0
2401420,0,5 user reviews,5,0,5,,5,0
2401450,7,Positive,16,2,18,,16,2
2401460,6,Mostly Positive,79,27,106,,0,0
2401520,0,No user reviews,0,0,0,,0,0
2401540,0,No user reviews,0,0,0,,0,0
2401580,6,Mostly Positive,15,6,21,,15,6
2401680,6,Mostly Positive,165,53,218,128,164,53
2401730,0,No user reviews,0,0,0,,0,0
2401780,0,No user reviews,0,0,0,,0,0
2401790,0,No user reviews,0,0,0,,0,0
2401810,0,3 user reviews,3,0,3,,3,0
2401870,0,No user reviews,0,0,0,,0,0
2401880,0,8 user reviews,8,0,8,,0,0
2401910,0,No user reviews,0,0,0,,0,0
2401920,0,3 user reviews,0,3,3,,0,3
2401940,0,No user reviews,0,0,0,,0,0
2401950,0,No user reviews,0,0,0,,0,0
2401970,9,Overwhelmingly Positive,1468,52,1520,1096,1453,50
2402010,0,No user reviews,0,0,0,,0,0
2402020,0,No user reviews,0,0,0,,0,0
2402060,0,No user reviews,0,0,0,,0,0
2402070,0,No user reviews,0,0,0,,0,0
2402080,0,No user reviews,0,0,0,,0,0
2402090,0,No user reviews,0,0,0,,0,0
2402100,7,Positive,17,0,17,,17,0
2402110,0,No user reviews,0,0,0,,0,0
2402120,0,No user reviews,0,0,0,,0,0
2402140,0,No user reviews,0,0,0,,0,0
2402170,7,Positive,44,2,46,,44,2
2402180,0,No user reviews,0,0,0,,0,0
2402200,8,Very Positive,75,6,81,,74,6
2402230,0,No user reviews,0,0,0,,0,0
2402270,0,No user reviews,0,0,0,,0,0
2402280,8,Very Positive,110,14,124,122,108,14
2402290,0,No user reviews,0,0,0,,0,0
2402300,0,No user reviews,0,0,0,,0,0
2402310,5,Mixed,90,93,183,179,90,93
2402340,0,No user reviews,0,0,0,,0,0
2402360,0,No user reviews,0,0,0,,0,0
2402370,0,No user reviews,0,0,0,,0,0
2402380,0,No user reviews,0,0,0,,0,0
2402420,0,No user reviews,0,0,0,,0,0
2402430,7,Positive,13,1,14,,0,0
2402450,5,Mixed,106,59,165,,0,0
2402460,0,No user reviews,0,0,0,,0,0
2402470,0,No user reviews,0,0,0,,0,0
2402500,0,No user reviews,0,0,0,,0,0
2402520,0,No user reviews,0,0,0,,0,0
2402530,0,No user reviews,0,0,0,,0,0
2402540,0,No user reviews,0,0,0,,0,0
2402560,0,1 user reviews,1,0,1,,1,0
2402590,0,2 user reviews,2,0,2,,2,0
2402610,0,No user reviews,0,0,0,,0,0
2402620,0,No user reviews,0,0,0,,0,0
2402630,0,No user reviews,0,0,0,,0,0
2402640,0,No user reviews,0,0,0,,0,0
2402650,0,No user reviews,0,0,0,,0,0
2402680,0,No user reviews,0,0,0,,0,0
2402690,0,No user reviews,0,0,0,,0,0
2402710,5,Mixed,89,107,196,,0,0
2402720,0,1 user reviews,1,0,1,,1,0
2402760,0,3 user reviews,1,2,3,,1,2
2402770,0,1 user reviews,0,1,1,,0,1
2402780,0,No user reviews,0,0,0,,0,0
2402790,6,Mostly Positive,24,8,32,,0,0
2402820,7,Positive,17,0,17,,0,0
2402860,8,Very Positive,55,9,64,,0,0
2402900,0,1 user reviews,1,0,1,,1,0
2402920,7,Positive,16,0,16,,16,0
2402930,0,No user reviews,0,0,0,,0,0
2402940,0,No user reviews,0,0,0,,0,0
2402950,0,No user reviews,0,0,0,,0,0
2402980,0,4 user reviews,2,2,4,,0,0
2402990,0,5 user reviews,2,3,5,,2,3
2403000,8,Very Positive,260,34,294,255,0,0
2403020,7,Positive,11,0,11,,11,0
2403040,0,No user reviews,0,0,0,,0,0
2403050,0,3 user reviews,2,1,3,,2,1
2403060,0,6 user reviews,6,0,6,,6,0
2403070,0,No user reviews,0,0,0,,0,0
2403080,0,1 user reviews,1,0,1,,1,0
2403090,0,5 user reviews,5,0,5,,5,0
2403100,6,Mostly Positive,37,14,51,,37,14
2403110,0,No user reviews,0,0,0,,0,0
2403120,0,No user reviews,0,0,0,,0,0
2403130,0,1 user reviews,0,1,1,,0,1
2403160,0,1 user reviews,1,0,1,,1,0
2403240,0,No user reviews,0,0,0,,0,0
2403250,0,No user reviews,0,0,0,,0,0
2403260,5,Mixed,24,20,44,,24,20
2403270,8,Very Positive,135,17,152,140,0,0
2403290,8,Very Positive,377,37,414,394,373,37
2403310,0,No user reviews,0,0,0,,0,0
2403320,9,Overwhelmingly Positive,497,7,504,,0,0
2403340,0,No user reviews,0,0,0,,0,0
2403350,7,Positive,13,0,13,,13,0
2403360,0,No user reviews,0,0,0,,0,0
2403370,7,Positive,12,0,12,,12,0
2403380,0,No user reviews,0,0,0,,0,0
2403390,0,2 user reviews,0,2,2,,0,2
2403430,8,Very Positive,271,15,286,,0,0
2403450,0,5 user reviews,5,0,5,,5,0
2403530,0,1 user reviews,1,0,1,,0,0
2403560,0,4 user reviews,3,1,4,,3,1
2403570,8,Very Positive,78,5,83,,0,0
2403590,0,No user reviews,0,0,0,,0,0
2403600,0,No user reviews,0,0,0,,0,0
2403610,0,No user reviews,0,0,0,,0,0
2403620,8,Very Positive,47,3,50,,47,3
2403660,0,4 user reviews,4,0,4,,4,0
2403670,0,No user reviews,0,0,0,,0,0
2403680,0,No user reviews,0,0,0,,0,0
2403730,0,No user reviews,0,0,0,,0,0
2403780,0,No user reviews,0,0,0,,0,0
2403840,0,3 user reviews,3,0,3,,0,0
2403850,0,No user reviews,0,0,0,,0,0
2403880,0,8 user reviews,7,1,8,,7,1
2403900,0,2 user reviews,2,0,2,,2,0
2403940,5,Mixed,10,7,17,,10,7
2403950,8,Very Positive,169,6,175,,0,0
2404000,8,Very Positive,262,11,273,249,0,0
2404010,7,Positive,11,0,11,,11,0
2404050,0,No user reviews,0,0,0,,0,0
2404060,7,Positive,12,0,12,,0,0
2404070,7,Positive,24,4,28,,24,4
2404080,0,No user reviews,0,0,0,,0,0
2404100,0,2 user reviews,2,0,2,,0,0
2404110,8,Very Positive,259,23,282,259,259,23
2404120,0,1 user reviews,1,0,1,,0,0
2404130,7,Positive,44,0,44,,0,0
2404160,0,3 user reviews,3,0,3,,3,0
2404170,0,No user reviews,0,0,0,,0,0
2404180,0,No user reviews,0,0,0,,0,0
2404190,0,9 user reviews,7,2,9,,7,2
2404210,7,Positive,13,1,14,,13,1
2404230,0,3 user reviews,3,0,3,,3,0
2404240,0,No user reviews,0,0,0,,0,0
2404250,0,3 user reviews,2,1,3,,0,0
2404280,0,1 user reviews,1,0,1,,1,0
2404290,0,No user reviews,0,0,0,,0,0
2404300,0,No user reviews,0,0,0,,0,0
2404330,0,3 user reviews,3,0,3,,3,0
2404340,0,No user reviews,0,0,0,,0,0
2404370,8,Very Positive,737,54,791,743,737,54
2404380,0,No user reviews,0,0,0,,0,0
2404390,6,Mostly Positive,127,41,168,159,0,0
2404400,8,Very Positive,189,26,215,,0,0
2404410,0,No user reviews,0,0,0,,0,0
2404420,4,Mostly Negative,4,8,12,,4,8
2404430,0,5 user reviews,5,0,5,,5,0
2404480,0,No user reviews,0,0,0,,0,0
2404490,0,1 user reviews,1,0,1,,1,0
2404510,8,Very Positive,73,11,84,,73,11
2404530,7,Positive,24,6,30,,0,0
2404550,6,Mostly Positive,11,4,15,,11,4
2404570,0,No user reviews,0,0,0,,0,0
2404610,0,7 user reviews,6,1,7,,0,0
2404620,0,4 user reviews,4,0,4,,4,0
2404630,0,No user reviews,0,0,0,,0,0
2404670,0,No user reviews,0,0,0,,0,0
2404700,7,Positive,12,0,12,,12,0
2404720,0,No user reviews,0,0,0,,0,0
2404730,0,No user reviews,0,0,0,,0,0
2404750,0,No user reviews,0,0,0,,0,0
2404770,7,Positive,34,3,37,,0,0
2404790,0,No user reviews,0,0,0,,0,0
2404800,5,Mixed,77,66,143,,0,0
2404820,8,Very Positive,148,33,181,156,0,0
2404840,0,No user reviews,0,0,0,,0,0
2404850,0,No user reviews,0,0,0,,0,0
2404870,0,No user reviews,0,0,0,,0,0
2404880,0,No user reviews,0,0,0,,0,0
2404890,0,2 user reviews,1,1,2,,1,1
2404900,0,6 user reviews,6,0,6,,6,0
2404920,7,Positive,12,0,12,,12,0
2404930,0,No user reviews,0,0,0,,0,0
2404950,0,4 user reviews,4,0,4,,0,0
2404960,0,No user reviews,0,0,0,,0,0
2404970,0,No user reviews,0,0,0,,0,0
2404990,5,Mixed,25,11,36,,25,11
2405000,0,No user reviews,0,0,0,,0,0
2405020,0,1 user reviews,1,0,1,,1,0
2405060,0,No user reviews,0,0,0,,0,0
2405070,0,1 user reviews,1,0,1,,1,0
2405110,8,Very Positive,47,3,50,,0,0
2405120,7,Positive,16,1,17,,0,0
2405170,0,3 user reviews,3,0,3,,3,0
2405180,0,1 user reviews,1,0,1,,0,0
2405210,0,No user reviews,0,0,0,,0,0
2405240,0,No user reviews,0,0,0,,0,0
2405260,0,No user reviews,0,0,0,,0,0
2405270,5,Mixed,69,39,108,,69,39
2405280,0,No user reviews,0,0,0,,0,0
2405290,0,No user reviews,0,0,0,,0,0
2405310,0,No user reviews,0,0,0,,0,0
2405330,0,3 user reviews,1,2,3,,1,2
2405340,0,No user reviews,0,0,0,,0,0
2405350,0,No user reviews,0,0,0,,0,0
2405390,4,Mostly Negative,15,25,40,,0,0
2405400,0,No user reviews,0,0,0,,0,0
2405420,0,1 user reviews,0,1,1,,0,1
2405430,0,No user reviews,0,0,0,,0,0
2405450,5,Mixed,18,20,38,,0,0
2405470,0,5 user reviews,4,1,5,,0,0
2405480,0,No user reviews,0,0,0,,0,0
2405520,0,No user reviews,0,0,0,,0,0
2405530,0,No user reviews,0,0,0,,0,0
2405540,0,6 user reviews,5,1,6,,5,1
2405590,0,No user reviews,0,0,0,,0,0
2405620,0,No user reviews,0,0,0,,0,0
2405640,0,No user reviews,0,0,0,,0,0
2405660,5,Mixed,21,12,33,,21,12
2405670,0,No user reviews,0,0,0,,0,0
2405680,0,No user reviews,0,0,0,,0,0
2405690,5,Mixed,6,5,11,,0,0
2405700,0,No user reviews,0,0,0,,0,0
2405710,0,No user reviews,0,0,0,,0,0
2405730,0,No user reviews,0,0,0,,0,0
2405740,5,Mixed,7,4,11,,7,4
2405800,7,Positive,15,0,15,,15,0
2405820,0,No user reviews,0,0,0,,0,0
2405830,8,Very Positive,64,1,65,,0,0
2405840,0,No user reviews,0,0,0,,0,0
2405850,0,No user reviews,0,0,0,,0,0
2405860,0,2 user reviews,1,1,2,,1,1
2405870,0,7 user reviews,6,1,7,,0,0
2405880,0,2 user reviews,2,0,2,,0,0
2405900,0,2 user reviews,2,0,2,,2,0
2405920,0,5 user reviews,5,0,5,,5,0
2405960,0,No user reviews,0,0,0,,0,0
2405970,0,5 user reviews,4,1,5,,4,1
2405980,0,4 user reviews,4,0,4,,0,0
2405990,0,No user reviews,0,0,0,,0,0
2406000,0,No user reviews,0,0,0,,0,0
2406010,0,No user reviews,0,0,0,,0,0
2406030,5,Mixed,61,42,103,,61,42
2406050,0,No user reviews,0,0,0,,0,0
2406060,0,No user reviews,0,0,0,,0,0
2406080,0,No user reviews,0,0,0,,0,0
2406100,7,Positive,23,0,23,,23,0
2406110,8,Very Positive,72,6,78,,72,6
2406120,0,5 user reviews,4,1,5,,4,1
2406140,0,No user reviews,0,0,0,,0,0
2406160,0,No user reviews,0,0,0,,0,0
2406180,8,Very Positive,168,4,172,157,167,4
2406190,0,No user reviews,0,0,0,,0,0
2406200,5,Mixed,21,23,44,,0,0
2406220,0,7 user reviews,7,0,7,,0,0
2406230,0,No user reviews,0,0,0,,0,0
2406360,8,Very Positive,116,28,144,109,116,27
2406370,0,No user reviews,0,0,0,,0,0
2406390,0,No user reviews,0,0,0,,0,0
2406400,0,8 user reviews,6,2,8,,6,2
2406410,0,6 user reviews,6,0,6,,0,0
2406480,0,No user reviews,0,0,0,,0,0
2406490,0,2 user reviews,0,2,2,,0,2
2406520,7,Positive,15,1,16,,0,0
2406540,7,Positive,39,5,44,,0,0
2406550,7,Positive,14,1,15,,0,0
2406560,0,1 user reviews,1,0,1,,1,0
2406570,0,No user reviews,0,0,0,,0,0
2406590,0,9 user reviews,8,1,9,,8,1
2406610,5,Mixed,33,18,51,,33,18
2406630,0,No user reviews,0,0,0,,0,0
2406640,7,Positive,10,1,11,,10,1
2406660,0,No user reviews,0,0,0,,0,0
2406680,0,No user reviews,0,0,0,,0,0
2406690,0,No user reviews,0,0,0,,0,0
2406710,0,No user reviews,0,0,0,,0,0
2406720,0,No user reviews,0,0,0,,0,0
2406730,0,No user reviews,0,0,0,,0,0
2406740,0,No user reviews,0,0,0,,0,0
2406750,0,2 user reviews,2,0,2,,2,0
2406770,6,Mostly Positive,17650,6090,23740,22519,17611,6075
2406810,0,No user reviews,0,0,0,,0,0
2406830,0,8 user reviews,7,1,8,,7,1
2406840,7,Positive,35,0,35,,0,0
2406860,0,5 user reviews,4,1,5,,4,1
2406870,7,Positive,43,4,47,,0,0
2406880,0,No user reviews,0,0,0,,0,0
2406890,0,No user reviews,0,0,0,,0,0
2406910,0,No user reviews,0,0,0,,0,0
2406920,0,4 user reviews,2,2,4,,2,2
2406930,0,3 user reviews,3,0,3,,3,0
2406940,0,4 user reviews,3,1,4,,3,1
2406950,0,2 user reviews,0,2,2,,0,2
2406960,0,No user reviews,0,0,0,,0,0
2406970,7,Positive,17,1,18,,17,1
2406990,0,9 user reviews,4,5,9,,0,0
2407010,8,Very Positive,43,9,52,,43,9
2407060,0,No user reviews,0,0,0,,0,0
2407070,0,5 user reviews,1,4,5,,1,4
2407080,0,No user reviews,0,0,0,,0,0
2407090,0,5 user reviews,5,0,5,,5,0
2407100,0,2 user reviews,1,1,2,,1,1
2407120,0,No user reviews,0,0,0,,0,0
2407150,0,No user reviews,0,0,0,,0,0
2407160,7,Positive,21,1,22,,21,1
2407180,0,No user reviews,0,0,0,,0,0
2407190,0,No user reviews,0,0,0,,0,0
2407200,7,Positive,22,1,23,,22,1
2407220,0,No user reviews,0,0,0,,0,0
2407230,0,No user reviews,0,0,0,,1,0
2407240,5,Mixed,18,9,27,,18,9
2407270,0,No user reviews,0,0,0,,0,0
2407300,8,Very Positive,81,12,93,,0,0
2407310,5,Mixed,145,95,240,217,0,0
2407330,0,No user reviews,0,0,0,,0,0
2407350,5,Mixed,83,88,171,159,0,0
2407360,7,Positive,38,1,39,,0,0
2407370,0,No user reviews,0,0,0,,0,0
2407380,0,No user reviews,0,0,0,,0,0
2407400,0,7 user reviews,6,1,7,,6,1
2407460,0,No user reviews,0,0,0,,0,0
2407470,0,No user reviews,0,0,0,,0,0
2407480,0,4 user reviews,3,1,4,,3,1
2407520,0,No user reviews,0,0,0,,0,0
2407540,0,No user reviews,0,0,0,,0,0
2407550,8,Very Positive,56,5,61,,0,0
2407590,0,No user reviews,0,0,0,,0,0
2407600,0,No user reviews,0,0,0,,0,0
2407610,0,No user reviews,0,0,0,,0,0
2407620,5,Mixed,10,5,15,,0,0
2407630,0,1 user reviews,0,1,1,,0,1
2407660,7,Positive,13,1,14,,13,1
2407680,6,Mostly Positive,17,7,24,,0,0
2407710,0,2 user reviews,2,0,2,,2,0
2407720,0,1 user reviews,1,0,1,,1,0
2407780,0,No user reviews,0,0,0,,0,0
2407800,7,Positive,12,0,12,,12,0
2407820,0,7 user reviews,7,0,7,,0,0
2407830,0,No user reviews,0,0,0,,0,0
2407840,7,Positive,9,1,10,,9,1
2407850,0,No user reviews,0,0,0,,0,0
2407900,7,Positive,22,2,24,,0,0
2407910,6,Mostly Positive,36,12,48,,36,12
2407920,6,Mostly Positive,9,3,12,,0,0
2407950,0,No user reviews,0,0,0,,0,0
2407960,0,No user reviews,0,0,0,,0,0
2407980,0,No user reviews,0,0,0,,0,0
2407990,0,No user reviews,0,0,0,,0,0
