app_id,review_score,review_score_description,positive,negative,total,recommendations,steamspy_positive,steamspy_negative
1179020,0,No user reviews,0,0,0,,0,0
1179060,5,Mixed,93,137,230,215,93,137
1179080,9,Overwhelmingly Positive,6051,277,6328,5822,6043,277
1179090,7,Positive,9,1,10,,5,0
1179100,8,Very Positive,128,13,141,,0,0
1179110,5,Mixed,28,13,41,,28,13
1179150,0,4 user reviews,1,3,4,,1,3
1179170,0,3 user reviews,2,1,3,,2,1
1179190,0,3 user reviews,3,0,3,,3,0
1179210,8,Very Positive,4342,250,4592,3334,4343,250
1179280,0,No user reviews,0,0,0,,0,0
1179300,0,3 user reviews,3,0,3,,3,0
1179310,0,8 user reviews,7,1,8,,7,1
1179320,0,No user reviews,0,0,0,,0,0
1179340,0,3 user reviews,3,0,3,,3,0
1179350,0,2 user reviews,2,0,2,,2,0
1179390,0,4 user reviews,1,3,4,,1,3
1179400,5,Mixed,12,7,19,,12,7
1179410,7,Positive,11,2,13,,11,2
1179420,5,Mixed,10,10,20,,10,10
1179430,0,1 user reviews,1,0,1,,1,0
1179460,7,Positive,19,0,19,,19,0
1179500,0,5 user reviews,5,0,5,,5,0
1179510,0,No user reviews,0,0,0,,0,0
1179530,0,1 user reviews,1,0,1,,1,0
1179540,5,Mixed,15,9,24,,15,9
1179560,8,Very Positive,258,53,311,189,258,53
1179570,0,7 user reviews,7,0,7,,7,0
1179580,8,Very Positive,1566,231,1797,1527,1564,230
1179590,0,No user reviews,0,0,0,,0,0
1179620,6,Mostly Positive,22,9,31,,22,9
1179660,0,No user reviews,0,0,0,,0,0
1179680,5,Mixed,1293,828,2121,,1293,825
1179690,0,1 user reviews,0,1,1,,0,1
1179750,7,Positive,8,2,10,,8,2
1179760,0,No user reviews,0,0,0,,0,0
1179780,0,1 user reviews,1,0,1,,0,0
1179810,0,No user reviews,0,0,0,,0,0
1179880,0,4 user reviews,2,2,4,,2,2
1179890,8,Very Positive,100,0,100,,100,0
1179900,0,4 user reviews,4,0,4,,0,0
1179910,0,No user reviews,0,0,0,,0,0
1180000,0,1 user reviews,1,0,1,,1,0
1180020,8,Very Positive,46,4,50,,46,4
1180030,8,Very Positive,622,132,754,,622,132
1180050,0,No user reviews,0,0,0,,0,0
1180070,0,1 user reviews,1,0,1,,1,0
1180110,7,Positive,15,1,16,,15,1
1180130,8,Very Positive,239,6,245,228,238,6
1180190,7,Positive,15,1,16,,15,1
1180200,0,5 user reviews,2,3,5,,2,3
1180210,0,7 user reviews,5,2,7,,5,2
1180250,8,Very Positive,131,17,148,143,131,17
1180270,8,Very Positive,166,20,186,178,166,20
1180320,1,Overwhelmingly Negative,5815,53518,59333,,0,0
1180330,6,Mostly Positive,355,99,454,430,0,0
1180360,0,9 user reviews,9,0,9,,9,1
1180370,8,Very Positive,53,5,58,,53,5
1180380,5,Mixed,14021,8552,22573,,13992,8545
1180420,5,Mixed,18,8,26,,18,8
1180450,0,6 user reviews,5,1,6,,5,1
1180520,5,Mixed,16,15,31,,16,15
1180530,7,Positive,12,2,14,,12,2
1180540,8,Very Positive,178,3,181,162,178,3
1180550,5,Mixed,8,4,12,,8,4
1180560,0,3 user reviews,3,0,3,,3,0
1180610,7,Positive,41,2,43,,41,2
1180620,6,Mostly Positive,21,8,29,,21,8
1180650,7,Positive,16,3,19,,16,3
1180660,8,Very Positive,10718,2209,12927,3389,10719,2208
1180670,0,No user reviews,0,0,0,,0,0
1180690,0,7 user reviews,3,4,7,,3,4
1180700,0,8 user reviews,6,2,8,,6,2
1180710,0,No user reviews,0,0,0,,0,0
1180790,8,Very Positive,78,5,83,,45,5
1180800,8,Very Positive,82,17,99,,82,17
1180820,0,1 user reviews,0,1,1,,0,1
1180840,0,1 user reviews,1,0,1,,1,0
1180900,8,Very Positive,50,6,56,,50,6
1180940,7,Positive,11,2,13,,11,2
1180960,0,6 user reviews,2,4,6,,2,4
1180970,7,Positive,15,3,18,,16,3
1181000,8,Very Positive,232,17,249,236,160,11
1181010,5,Mixed,6,8,14,,6,8
1181020,5,Mixed,10,7,17,,10,7
1181030,8,Very Positive,52,3,55,,0,0
1181040,0,No user reviews,0,0,0,,0,0
1181070,0,2 user reviews,2,0,2,,2,0
1181120,5,Mixed,17,13,30,,17,13
1181130,5,Mixed,40,24,64,,0,0
1181140,8,Very Positive,972,101,1073,1022,0,0
1181150,0,3 user reviews,3,0,3,,0,0
1181160,7,Positive,11,0,11,,11,0
1181220,5,Mixed,18,10,28,,15,6
1181270,7,Positive,38,7,45,,38,7
1181280,4,Mostly Negative,11,17,28,,11,17
1181290,6,Mostly Positive,8,3,11,,0,0
1181300,7,Positive,16,1,17,,16,1
1181330,6,Mostly Positive,52,15,67,,52,15
1181360,0,No user reviews,0,0,0,,0,0
1181390,7,Positive,13,2,15,,13,2
1181400,9,Overwhelmingly Positive,866,26,892,356,865,26
1181430,0,No user reviews,0,0,0,,0,0
1181440,8,Very Positive,44,9,53,,44,9
1181470,6,Mostly Positive,13,4,17,,13,4
1181490,0,No user reviews,0,0,0,,0,0
1181500,0,No user reviews,0,0,0,,0,0
1181510,0,5 user reviews,3,2,5,,3,2
1181520,6,Mostly Positive,74,22,96,,74,22
1181550,0,No user reviews,0,0,0,,0,0
1181570,8,Very Positive,54,2,56,,54,2
1181600,8,Very Positive,72,17,89,,72,17
1181610,8,Very Positive,92,6,98,,92,6
1181640,8,Very Positive,144,29,173,,144,29
1181650,0,4 user reviews,4,0,4,,4,0
1181690,0,No user reviews,0,0,0,,0,0
1181700,0,No user reviews,0,0,0,,0,0
1181750,0,7 user reviews,3,4,7,,3,4
1181760,0,No user reviews,0,0,0,,0,0
1181780,4,Mostly Negative,8,24,32,,8,24
1181790,8,Very Positive,916,80,996,,916,80
1181800,0,No user reviews,0,0,0,,0,0
1181820,0,1 user reviews,0,1,1,,0,1
1181830,8,Very Positive,2017,255,2272,2143,2017,255
1181840,8,Very Positive,904,133,1037,893,904,133
1181880,0,1 user reviews,1,0,1,,1,0
1181900,6,Mostly Positive,11,4,15,,11,4
1181910,7,Positive,20,0,20,,20,0
1181940,0,1 user reviews,1,0,1,,1,0
1181970,0,2 user reviews,2,0,2,,2,0
1182020,5,Mixed,1661,1001,2662,,1661,1003
1182040,6,Mostly Positive,93,30,123,,93,30
1182060,5,Mixed,15,16,31,,15,16
1182070,5,Mixed,14,12,26,,14,12
1182090,8,Very Positive,382,32,414,384,382,32
1182110,8,Very Positive,3594,208,3802,3626,3592,208
1182150,8,Very Positive,85,1,86,,0,0
1182200,5,Mixed,15,14,29,,15,14
1182210,0,2 user reviews,0,2,2,,0,2
1182220,0,No user reviews,0,0,0,,0,0
1182260,0,4 user reviews,4,0,4,,4,0
1182280,7,Positive,10,0,10,,10,0
1182310,8,Very Positive,1889,145,2034,1572,1888,142
1182370,8,Very Positive,1471,102,1573,,1469,102
1182410,0,No user reviews,0,0,0,,0,0
1182420,0,No user reviews,0,0,0,,0,0
1182450,0,No user reviews,0,0,0,,0,0
1182470,8,Very Positive,50,9,59,,50,9
1182530,7,Positive,33,4,37,,33,4
1182550,0,5 user reviews,4,1,5,,0,0
1182590,0,3 user reviews,3,0,3,,3,0
1182620,9,Overwhelmingly Positive,10661,455,11116,10400,10656,456
1182670,6,Mostly Positive,19,6,25,,19,6
1182690,0,1 user reviews,0,1,1,,0,1
1182720,0,2 user reviews,2,0,2,,2,0
1182730,0,No user reviews,0,0,0,,0,0
1182760,5,Mixed,156,104,260,227,155,104
1182770,7,Positive,15,2,17,,15,2
1182790,7,Positive,11,1,12,,11,1
1182820,5,Mixed,24,11,35,,24,11
1182830,8,Very Positive,230,9,239,214,230,8
1182840,0,1 user reviews,1,0,1,,0,0
1182860,7,Positive,24,2,26,,24,2
1182890,0,5 user reviews,5,0,5,,0,0
1182900,8,Very Positive,16030,1545,17575,13866,16002,1543
1182970,4,Mostly Negative,8,17,25,,0,0
1183010,7,Positive,28,1,29,,28,1
1183030,6,Mostly Positive,173,64,237,222,173,64
1183140,6,Mostly Positive,12,5,17,,12,5
1183160,0,No user reviews,0,0,0,,0,0
1183170,7,Positive,19,3,22,,0,0
1183180,0,No user reviews,0,0,0,,0,0
1183200,6,Mostly Positive,14,4,18,,14,4
1183210,0,3 user reviews,3,0,3,,3,0
1183220,0,No user reviews,0,0,0,,0,0
1183230,5,Mixed,7,5,12,,7,5
1183240,6,Mostly Positive,20,6,26,,20,6
1183250,0,No user reviews,0,0,0,,0,0
1183260,8,Very Positive,587,54,641,556,586,54
1183270,0,No user reviews,0,0,0,,0,0
1183280,5,Mixed,6,5,11,,6,5
1183290,0,No user reviews,0,0,0,,0,0
1183300,0,9 user reviews,6,3,9,,6,3
1183310,0,No user reviews,0,0,0,,0,0
1183320,8,Very Positive,52,1,53,,33,1
1183350,0,No user reviews,0,0,0,,0,0
1183410,0,6 user reviews,3,3,6,,3,3
1183420,7,Positive,14,1,15,,14,1
1183460,0,No user reviews,0,0,0,,0,0
1183470,8,Very Positive,424,71,495,402,424,71
1183480,7,Positive,26,0,26,,26,0
1183500,8,Very Positive,262,6,268,246,262,6
1183510,5,Mixed,10,6,16,,10,6
1183530,6,Mostly Positive,68,22,90,,68,22
1183560,0,No user reviews,0,0,0,,0,0
1183580,5,Mixed,65,40,105,,65,40
1183600,7,Positive,11,0,11,,11,0
1183650,0,1 user reviews,0,1,1,,0,1
1183670,6,Mostly Positive,29,8,37,,29,8
1183700,8,Very Positive,77,16,93,,77,16
1183730,0,No user reviews,0,0,0,,0,0
1183740,7,Positive,43,6,49,,43,6
1183750,5,Mixed,6,4,10,,6,4
1183800,8,Very Positive,606,33,639,592,603,33
1183820,0,No user reviews,0,0,0,,0,0
1183840,7,Positive,24,3,27,,24,3
1183850,5,Mixed,23,19,42,,23,19
1183860,0,No user reviews,0,0,0,,0,0
1183930,0,No user reviews,0,0,0,,0,0
1183980,0,4 user reviews,3,1,4,,3,1
1183990,0,1 user reviews,1,0,1,,0,0
1184010,7,Positive,28,5,33,,28,5
1184040,5,Mixed,11,9,20,,11,9
1184050,6,Mostly Positive,5307,1740,7047,6677,5312,1740
1184070,0,2 user reviews,0,2,2,,0,2
1184080,0,No user reviews,0,0,0,,0,0
1184090,5,Mixed,17,10,27,,0,0
1184110,0,No user reviews,0,0,0,,0,0
1184140,6,Mostly Positive,3803,1279,5082,,3861,1427
1184150,0,No user reviews,0,0,0,,0,0
1184160,5,Mixed,4839,2195,7034,5189,4839,2192
1184190,0,2 user reviews,0,2,2,,0,2
1184210,5,Mixed,262,146,408,375,262,146
1184230,0,7 user reviews,3,4,7,,3,4
1184250,8,Very Positive,430,49,479,421,430,49
1184260,5,Mixed,9,4,13,,9,4
1184310,0,5 user reviews,5,0,5,,5,0
1184320,6,Mostly Positive,92,31,123,,92,31
1184360,0,3 user reviews,2,1,3,,2,1
1184370,8,Very Positive,28989,5673,34662,26806,28979,5666
1184380,0,No user reviews,0,0,0,,0,0
1184400,6,Mostly Positive,209,76,285,249,0,0
1184420,8,Very Positive,307,21,328,239,307,21
1184450,7,Positive,39,2,41,,38,2
1184460,0,1 user reviews,1,0,1,,1,0
1184470,0,2 user reviews,2,0,2,,2,0
1184480,8,Very Positive,1033,164,1197,951,1032,162
1184500,8,Very Positive,57,5,62,,57,5
1184530,7,Positive,21,2,23,,21,2
1184550,5,Mixed,11,5,16,,11,5
1184560,6,Mostly Positive,164,60,224,187,164,60
1184570,6,Mostly Positive,165,50,215,153,165,50
1184590,0,4 user reviews,4,0,4,,4,0
1184640,0,5 user reviews,4,1,5,,4,1
1184680,0,No user reviews,0,0,0,,0,0
1184700,0,5 user reviews,5,0,5,,5,0
1184710,0,No user reviews,0,0,0,,0,0
1184720,0,4 user reviews,2,2,4,,2,2
1184750,0,1 user reviews,1,0,1,,1,0
1184760,8,Very Positive,435,40,475,416,435,40
1184770,9,Overwhelmingly Positive,1662,70,1732,1698,1662,70
1184780,0,5 user reviews,4,1,5,,4,1
1184790,0,No user reviews,0,0,0,,0,0
1184810,8,Very Positive,576,73,649,594,574,73
1184820,8,Very Positive,574,82,656,619,573,82
1184830,0,No user reviews,0,0,0,,0,0
1184840,8,Very Positive,229,49,278,248,229,49
1184850,0,No user reviews,0,0,0,,1,0
1184880,7,Positive,16,4,20,,0,0
1184890,6,Mostly Positive,396,145,541,504,396,145
1184900,8,Very Positive,49,1,50,,49,1
1184960,7,Positive,15,2,17,,15,2
1184990,8,Very Positive,301,34,335,316,0,0
1185000,5,Mixed,13,8,21,,13,8
1185030,0,No user reviews,0,0,0,,0,0
1185040,0,No user reviews,0,0,0,,0,0
1185050,0,1 user reviews,1,0,1,,0,0
1185070,0,No user reviews,0,0,0,,0,0
1185130,0,No user reviews,0,0,0,,0,0
1185140,0,3 user reviews,3,0,3,,3,0
1185160,6,Mostly Positive,392,108,500,451,392,108
1185190,0,2 user reviews,1,1,2,,1,1
1185230,0,No user reviews,0,0,0,,0,0
1185270,4,Mostly Negative,3,9,12,,3,9
1185280,6,Mostly Positive,9,3,12,,9,3
1185290,0,4 user reviews,4,0,4,,4,0
1185330,5,Mixed,17,12,29,,17,12
1185340,7,Positive,19,0,19,,19,0
1185360,6,Mostly Positive,57,15,72,,57,15
1185370,5,Mixed,21,16,37,,21,16
1185380,0,No user reviews,0,0,0,,0,0
1185390,7,Positive,9,2,11,,9,2
1185400,7,Positive,14,1,15,,8,1
1185410,0,2 user reviews,1,1,2,,1,1
1185470,7,Positive,39,6,45,,39,6
1185480,5,Mixed,8,8,16,,8,8
1185490,6,Mostly Positive,171,45,216,174,171,45
1185500,0,1 user reviews,1,0,1,,1,0
1185520,6,Mostly Positive,466,127,593,555,172,55
1185530,0,4 user reviews,4,0,4,,4,0
1185550,0,No user reviews,0,0,0,,0,0
1185570,0,5 user reviews,1,4,5,,1,4
1185580,0,1 user reviews,1,0,1,,1,0
1185600,5,Mixed,148,68,216,208,148,68
1185620,0,9 user reviews,3,6,9,,3,6
1185630,0,4 user reviews,4,0,4,,4,0
1185660,5,Mixed,8,8,16,,0,0
1185680,5,Mixed,64,79,143,123,64,79
1185700,8,Very Positive,155,18,173,153,155,18
1185720,0,No user reviews,0,0,0,,0,0
1185730,7,Positive,36,8,44,,0,0
1185740,6,Mostly Positive,42,14,56,,42,14
1185780,5,Mixed,88,104,192,122,88,104
1185810,0,No user reviews,0,0,0,,0,0
1185820,8,Very Positive,79,12,91,,79,12
1185870,6,Mostly Positive,32,13,45,,32,13
1185940,0,No user reviews,0,0,0,,0,0
1185950,7,Positive,13,2,15,,13,2
1185960,7,Positive,9,2,11,,9,2
1185970,0,No user reviews,0,0,0,,0,0
1186030,8,Very Positive,125,28,153,140,125,28
1186040,5,Mixed,1351,939,2290,1565,1351,937
1186050,8,Very Positive,49,6,55,,49,6
1186060,0,No user reviews,0,0,0,,0,0
1186080,0,1 user reviews,1,0,1,,1,0
1186100,0,7 user reviews,6,1,7,,6,1
1186160,8,Very Positive,68,13,81,,68,13
1186200,0,No user reviews,0,0,0,,0,0
1186220,8,Very Positive,212,25,237,218,212,25
1186260,5,Mixed,70,70,140,136,70,70
1186270,7,Positive,28,4,32,,28,4
1186280,0,3 user reviews,3,0,3,,3,0
1186290,5,Mixed,23,31,54,,23,31
1186300,0,No user reviews,0,0,0,,0,0
1186340,7,Positive,35,3,38,,35,3
1186350,0,4 user reviews,1,3,4,,1,3
1186400,8,Very Positive,2852,518,3370,3244,2851,518
1186430,0,No user reviews,0,0,0,,0,0
1186460,8,Very Positive,649,150,799,714,649,150
1186470,7,Positive,35,7,42,,35,7
1186510,0,6 user reviews,4,2,6,,4,2
1186530,7,Positive,9,2,11,,9,2
1186570,0,7 user reviews,6,1,7,,6,1
1186580,8,Very Positive,53,8,61,,53,8
1186590,0,3 user reviews,1,2,3,,1,2
1186600,6,Mostly Positive,53,18,71,,0,0
1186620,0,No user reviews,0,0,0,,0,0
1186630,5,Mixed,27,26,53,,27,26
1186640,8,Very Positive,6425,596,7021,5080,6390,592
1186650,0,9 user reviews,1,8,9,,1,8
1186660,7,Positive,28,4,32,,28,4
1186670,6,Mostly Positive,26,9,35,,26,9
1186680,0,1 user reviews,1,0,1,,1,0
1186690,7,Positive,15,1,16,,15,1
1186720,0,3 user reviews,2,1,3,,2,1
1186730,6,Mostly Positive,15,6,21,,15,6
1186740,8,Very Positive,1230,112,1342,164,1230,112
1186750,0,No user reviews,0,0,0,,0,0
1186760,0,1 user reviews,0,1,1,,0,1
1186770,0,2 user reviews,0,2,2,,0,2
1186860,8,Very Positive,158,13,171,,158,13
1186880,8,Very Positive,131,17,148,,131,17
1186940,5,Mixed,9,4,13,,9,4
1186950,0,4 user reviews,4,0,4,,4,0
1186960,7,Positive,11,2,13,,11,2
1187020,7,Positive,19,0,19,,0,0
1187030,8,Very Positive,100,21,121,103,100,21
1187110,0,4 user reviews,2,2,4,,2,2
1187130,6,Mostly Positive,103,29,132,114,103,29
1187140,0,6 user reviews,5,1,6,,5,1
1187190,0,4 user reviews,4,0,4,,0,0
1187210,0,No user reviews,0,0,0,,0,0
1187250,0,3 user reviews,3,0,3,,3,0
1187270,0,No user reviews,0,0,0,,0,0
1187330,8,Very Positive,266,29,295,178,266,29
1187410,7,Positive,11,0,11,,11,0
1187420,5,Mixed,26,31,57,,26,31
1187430,0,1 user reviews,0,1,1,,0,1
1187450,0,1 user reviews,1,0,1,,0,0
1187490,0,6 user reviews,5,1,6,,5,1
1187500,0,No user reviews,0,0,0,,0,0
1187510,8,Very Positive,1458,80,1538,1265,1457,80
1187520,5,Mixed,10,8,18,,10,8
1187560,0,3 user reviews,1,2,3,,1,2
1187600,8,Very Positive,65,6,71,,65,6
1187620,8,Very Positive,71,13,84,,0,0
1187640,0,No user reviews,0,0,0,,0,0
1187650,7,Positive,18,1,19,,18,1
1187740,0,6 user reviews,2,4,6,,2,4
1187780,0,3 user reviews,3,0,3,,3,0
1187790,6,Mostly Positive,19,5,24,,19,5
1187830,7,Positive,23,2,25,,23,2
1187840,8,Very Positive,73,12,85,,73,12
1187850,0,No user reviews,0,0,0,,0,0
1187870,7,Positive,28,3,31,,28,3
1187900,0,7 user reviews,6,1,7,,6,1
1187910,0,3 user reviews,2,1,3,,2,1
1187920,5,Mixed,62,49,111,,62,49
1187940,5,Mixed,174,194,368,290,173,194
1187950,7,Positive,22,2,24,,22,2
1187990,0,No user reviews,0,0,0,,0,0
1188000,7,Positive,31,1,32,,31,1
1188020,0,No user reviews,0,0,0,,0,0
1188060,3,Negative,2,9,11,,0,0
1188070,0,4 user reviews,1,3,4,,1,3
1188080,8,Very Positive,263,13,276,252,263,13
1188100,0,5 user reviews,5,0,5,,5,0
1188110,0,No user reviews,0,0,0,,0,0
1188140,5,Mixed,5,6,11,,5,6
1188160,5,Mixed,8,9,17,,8,9
1188250,8,Very Positive,188,33,221,205,188,33
1188260,6,Mostly Positive,102,38,140,,102,38
1188270,8,Very Positive,48,6,54,,48,6
1188280,0,7 user reviews,7,0,7,,7,0
1188290,7,Positive,13,2,15,,13,2
1188310,7,Positive,27,1,28,,27,1
1188320,0,No user reviews,0,0,0,,0,0
1188330,8,Very Positive,405,34,439,435,404,34
1188400,0,No user reviews,0,0,0,,0,0
1188420,0,No user reviews,0,0,0,,0,0
1188430,5,Mixed,40,20,60,,40,20
1188460,7,Positive,16,0,16,,16,0
1188490,0,No user reviews,0,0,0,,0,0
1188520,0,No user reviews,0,0,0,,0,0
1188530,0,No user reviews,0,0,0,,0,0
1188540,6,Mostly Positive,521,153,674,633,521,153
1188580,7,Positive,9,2,11,,9,2
1188590,0,8 user reviews,7,1,8,,7,1
1188630,7,Positive,17,4,21,,17,4
1188660,7,Positive,27,4,31,,0,0
1188670,0,5 user reviews,1,4,5,,1,4
1188690,0,4 user reviews,3,1,4,,3,1
1188710,8,Very Positive,52,8,60,,52,8
1188720,8,Very Positive,553,41,594,,553,41
1188760,8,Very Positive,87,8,95,,87,8
1188800,0,8 user reviews,6,2,8,,6,2
1188810,0,No user reviews,0,0,0,,0,0
1188850,0,No user reviews,0,0,0,,0,0
1188860,0,No user reviews,0,0,0,,0,0
1188870,0,No user reviews,0,0,0,,0,0
1188900,8,Very Positive,77,14,91,,77,14
1188920,8,Very Positive,417,88,505,,416,88
1188930,8,Very Positive,9501,961,10462,9623,9485,961
1188950,0,No user reviews,0,0,0,,0,0
1188970,6,Mostly Positive,225,92,317,264,226,92
1188990,5,Mixed,15,9,24,,15,9
1189020,0,4 user reviews,0,4,4,,0,4
1189030,0,No user reviews,0,0,0,,0,0
1189040,0,6 user reviews,3,3,6,,3,3
1189050,5,Mixed,129,114,243,228,39,24
1189060,8,Very Positive,217,12,229,,217,12
1189070,6,Mostly Positive,145,43,188,154,0,0
1189080,0,9 user reviews,5,4,9,,0,0
1189090,0,1 user reviews,1,0,1,,1,0
1189100,8,Very Positive,464,70,534,502,463,70
1189120,0,1 user reviews,0,1,1,,0,1
1189130,0,2 user reviews,1,1,2,,1,1
1189160,0,No user reviews,0,0,0,,0,0
1189190,7,Positive,10,1,11,,10,1
1189200,7,Positive,43,3,46,,43,3
1189210,0,3 user reviews,2,1,3,,2,1
1189220,8,Very Positive,81,4,85,,81,4
1189230,6,Mostly Positive,190,53,243,226,190,53
1189250,0,3 user reviews,3,0,3,,3,0
1189290,8,Very Positive,230,15,245,225,227,15
1189300,0,No user reviews,0,0,0,,0,0
1189320,0,No user reviews,0,0,0,,0,0
1189350,6,Mostly Positive,14,6,20,,14,6
1189360,6,Mostly Positive,46,14,60,,0,0
1189370,0,No user reviews,0,0,0,,0,0
1189380,0,2 user reviews,0,2,2,,0,2
1189430,7,Positive,9,2,11,,9,2
1189440,8,Very Positive,733,47,780,723,733,47
1189460,8,Very Positive,80,15,95,,22,5
1189470,0,3 user reviews,3,0,3,,3,0
1189490,8,Very Positive,24769,1748,26517,22955,24762,1748
1189520,8,Very Positive,41,10,51,,41,10
1189530,0,No user reviews,0,0,0,,0,0
1189590,5,Mixed,7,5,12,,7,5
1189600,0,5 user reviews,3,2,5,,3,2
1189630,6,Mostly Positive,23650,6441,30091,27991,23656,6441
1189650,7,Positive,10,2,12,,10,2
1189660,0,No user reviews,0,0,0,,0,0
1189680,8,Very Positive,142,26,168,,142,25
1189730,6,Mostly Positive,15,6,21,,15,6
1189740,5,Mixed,34,19,53,,34,19
1189750,5,Mixed,12,15,27,,12,15
1189780,6,Mostly Positive,111,44,155,139,111,44
1189800,5,Mixed,1045,550,1595,1424,1048,550
1189820,0,2 user reviews,2,0,2,,2,0
1189850,8,Very Positive,182,3,185,,182,3
1189940,0,No user reviews,0,0,0,,0,0
1190000,9,Overwhelmingly Positive,25139,1080,26219,25181,25125,1079
1190060,7,Positive,10,1,11,,10,1
1190110,8,Very Positive,1115,152,1267,978,414,46
1190120,4,Mostly Negative,3,9,12,,3,9
1190130,5,Mixed,193,123,316,249,193,123
1190150,8,Very Positive,1289,227,1516,,1287,227
1190160,8,Very Positive,272,17,289,224,272,17
1190170,8,Very Positive,1472,144,1616,761,1474,144
1190180,5,Mixed,9,5,14,,9,5
1190190,0,No user reviews,0,0,0,,0,0
1190230,0,No user reviews,0,0,0,,0,0
1190260,7,Positive,16,1,17,,0,0
1190270,0,No user reviews,0,0,0,,0,0
1190310,0,8 user reviews,7,1,8,,7,1
1190320,0,1 user reviews,1,0,1,,1,0
1190350,0,No user reviews,0,0,0,,0,0
1190370,0,3 user reviews,0,3,3,,0,3
1190380,6,Mostly Positive,27,8,35,,27,8
1190400,8,Very Positive,711,107,818,494,711,107
1190410,5,Mixed,9,10,19,,9,10
1190480,0,9 user reviews,5,4,9,,5,4
1190540,0,3 user reviews,3,0,3,,3,0
1190560,0,3 user reviews,2,1,3,,2,1
1190590,0,9 user reviews,5,4,9,,5,4
1190600,0,No user reviews,0,0,0,,0,0
1190630,0,No user reviews,0,0,0,,0,0
1190640,0,2 user reviews,1,1,2,,1,1
1190690,5,Mixed,6,4,10,,6,4
1190710,0,No user reviews,0,0,0,,0,0
1190720,0,No user reviews,0,0,0,,0,0
1190730,0,No user reviews,0,0,0,,0,0
1190740,0,No user reviews,0,0,0,,0,0
1190750,5,Mixed,12,8,20,,12,8
1190760,5,Mixed,12,7,19,,12,7
1190780,4,Mostly Negative,4,11,15,,4,11
1190810,7,Positive,19,1,20,,19,1
1190820,5,Mixed,20,9,29,,20,9
1190840,6,Mostly Positive,14,6,20,,14,6
1190900,7,Positive,11,0,11,,11,0
1190910,7,Positive,9,1,10,,9,1
1190930,7,Positive,19,0,19,,19,0
1190970,8,Very Positive,6835,1606,8441,7519,6817,1608
1190980,0,8 user reviews,2,6,8,,2,6
1190990,8,Very Positive,66,9,75,,66,9
1191000,0,No user reviews,0,0,0,,0,0
1191070,6,Mostly Positive,145,44,189,163,145,44
1191080,0,5 user reviews,3,2,5,,3,2
1191090,0,1 user reviews,1,0,1,,0,0
1191100,8,Very Positive,80,19,99,,0,0
1191120,8,Very Positive,2689,360,3049,2838,2689,360
1191150,0,No user reviews,0,0,0,,0,0
1191210,8,Very Positive,2379,466,2845,2643,2379,466
1191260,8,Very Positive,167,21,188,153,167,21
1191270,4,Mostly Negative,3,8,11,,3,8
1191280,6,Mostly Positive,17,7,24,,17,7
1191330,5,Mixed,1318,799,2117,,1318,798
1191360,0,No user reviews,0,0,0,,0,0
1191420,5,Mixed,665,358,1023,,0,0
1191430,0,No user reviews,0,0,0,,0,0
1191440,8,Very Positive,103,11,114,,103,11
1191450,0,9 user reviews,6,3,9,,6,3
1191510,0,6 user reviews,4,2,6,,4,2
1191530,0,No user reviews,0,0,0,,0,0
1191540,4,Mostly Negative,4,9,13,,4,9
1191550,8,Very Positive,143,15,158,,143,15
1191570,0,No user reviews,0,0,0,,1,0
1191580,8,Very Positive,1380,166,1546,1474,1379,166
1191590,6,Mostly Positive,18,7,25,,18,7
1191610,0,1 user reviews,1,0,1,,1,0
1191620,6,Mostly Positive,50,16,66,,50,16
1191630,8,Very Positive,1507,163,1670,1347,1508,163
1191650,0,No user reviews,0,0,0,,1,0
1191660,6,Mostly Positive,157,48,205,166,157,48
1191680,6,Mostly Positive,70,28,98,,70,28
1191690,0,6 user reviews,6,0,6,,6,0
1191700,0,1 user reviews,0,1,1,,0,1
1191730,5,Mixed,9,9,18,,9,9
1191770,8,Very Positive,116,0,116,,116,0
1191790,8,Very Positive,62,13,75,,0,0
1191800,3,Negative,2,10,12,,2,10
1191820,4,Mostly Negative,8,14,22,,8,14
1191830,0,No user reviews,0,0,0,,0,0
1191840,8,Very Positive,3516,383,3899,3735,3516,383
1191860,7,Positive,18,0,18,,18,0
1191870,5,Mixed,23,11,34,,23,11
1191900,8,Very Positive,1726,224,1950,1044,1720,224
1191930,0,5 user reviews,3,2,5,,3,2
1191940,8,Very Positive,164,14,178,164,164,14
1191960,0,No user reviews,0,0,0,,0,0
1191980,0,No user reviews,0,0,0,,0,0
1192010,4,Mostly Negative,149,253,402,320,149,253
1192020,5,Mixed,19,24,43,,19,24
1192060,0,3 user reviews,0,3,3,,0,3
1192070,5,Mixed,19,18,37,,19,18
1192160,7,Positive,9,1,10,,9,1
1192230,0,No user reviews,0,0,0,,0,0
1192260,7,Positive,9,2,11,,9,2
1192270,0,2 user reviews,2,0,2,,2,0
1192310,7,Positive,36,7,43,,0,0
1192380,8,Very Positive,146,19,165,143,146,19
1192410,6,Mostly Positive,7,3,10,,7,3
1192420,5,Mixed,14,16,30,,14,16
1192440,8,Very Positive,153,1,154,151,153,1
1192490,0,No user reviews,0,0,0,,0,0
