app_id,category_count,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20,category_21,category_22,category_23
2230820,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
2230830,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2230840,5,Full controller support,In-App Purchases,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,
2230860,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2230940,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2230950,2,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,,
2230960,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2230980,6,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,Steam Workshop,,,,,,,,,,,,,,,,,
2230990,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2231000,9,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Cloud,,,,,,,,,,,,,,
2231010,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2231040,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2231050,6,Includes level editor,Multi-player,PvP,Single-player,Steam Cloud,Steam Workshop,,,,,,,,,,,,,,,,,
2231060,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2231070,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2231080,4,Family Sharing,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
2231130,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231150,8,Full controller support,Game demo,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
2231160,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231170,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231180,4,Co-op,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,,,
2231190,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2231230,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2231270,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2231280,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231300,5,Co-op,Multi-player,Online Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,
2231310,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2231380,5,Co-op,Multi-player,Online Co-op,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,
2231450,10,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,
2231460,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2231470,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2231490,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2231520,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231530,3,Family Sharing,In-App Purchases,Single-player,,,,,,,,,,,,,,,,,,,,
2231540,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2231550,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2231560,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231580,3,Family Sharing,Single-player,Steam Leaderboards,,,,,,,,,,,,,,,,,,,,
2231610,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2231630,6,Family Sharing,Full controller support,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
2231680,3,Captions available,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2231700,7,Cross-Platform Multiplayer,Family Sharing,Multi-player,Online PvP,PvP,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,
2231730,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231740,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231750,6,Co-op,Multi-player,Online Co-op,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,
2231770,3,Full controller support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2231790,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2231800,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2231820,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
2231840,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2231850,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
2231870,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,
2231880,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2231890,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2231900,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2231920,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2231940,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2231960,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2231970,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232030,4,Cross-Platform Multiplayer,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,
2232040,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232060,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2232100,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2232110,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2232120,7,Co-op,Includes level editor,Multi-player,Online Co-op,Online PvP,PvP,Steam Workshop,,,,,,,,,,,,,,,,
2232180,6,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,
2232200,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2232240,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2232260,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232270,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2232290,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
2232320,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2232350,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232360,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2232380,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232420,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2232590,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
2232600,6,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,
2232650,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232660,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2232680,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2232760,6,Captions available,Full controller support,Single-player,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,
2232770,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2232780,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232790,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232800,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232810,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232830,4,Full controller support,Remote Play on TV,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
2232840,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2232870,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2232880,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2232900,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2232950,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2232970,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233020,4,Single-player,Steam Achievements,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
2233030,4,Full controller support,Game demo,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2233040,9,Co-op,Includes level editor,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Workshop,,,,,,,,,,,,,,
2233080,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233090,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2233110,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233120,6,Compat. total con mando,Cromos de Steam,Logros de Steam,Préstamo familiar,Steam Cloud,Un jugador,,,,,,,,,,,,,,,,,
2233140,13,Co-op,Family Sharing,Full controller support,LAN Co-op,LAN PvP,Multi-player,Online Co-op,Online PvP,PvP,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,
2233150,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233160,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2233170,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2233180,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
2233190,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2233200,3,Game demo,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233220,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2233240,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2233270,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233300,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233310,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233320,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2233330,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233360,5,In-App Purchases,MMO,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,
2233370,6,Family Sharing,Full controller support,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
2233390,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2233410,5,Full controller support,Game demo,Single-player,Stats,Steam Achievements,,,,,,,,,,,,,,,,,,
2233420,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
2233430,4,In-App Purchases,MMO,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
2233450,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2233540,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2233550,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2233560,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2233570,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233580,10,Co-op,Cross-Platform Multiplayer,Family Sharing,In-App Purchases,Multi-player,Online Co-op,Online PvP,PvP,Single-player,VR Only,,,,,,,,,,,,,
2233590,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2233600,4,Family Sharing,Single-player,Steam Achievements,Steam Trading Cards,,,,,,,,,,,,,,,,,,,
2233610,5,LAN PvP,Multi-player,Online PvP,Partial Controller Support,PvP,,,,,,,,,,,,,,,,,,
2233660,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2233670,4,Full controller support,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
2233700,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
2233720,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233730,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2233740,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233750,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2233770,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2233780,8,Commentary available,Full controller support,In-App Purchases,Multi-player,Single-player,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,
2233790,5,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Workshop,,,,,,,,,,,,,,,,,,
2233820,5,Family Sharing,Partial Controller Support,Single-player,Stats,Steam Achievements,,,,,,,,,,,,,,,,,,
2233830,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233840,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233850,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233860,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233870,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233890,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233900,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2233920,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2233950,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2233970,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2233980,9,Co-op,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,
2234000,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2234020,11,Co-op,In-App Purchases,LAN Co-op,LAN PvP,MMO,Multi-player,Online Co-op,Online PvP,PvP,Single-player,Steam Cloud,,,,,,,,,,,,
2234060,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2234080,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
2234100,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2234140,6,Co-op,Full controller support,Multi-player,Online Co-op,Online PvP,PvP,,,,,,,,,,,,,,,,,
2234150,6,Co-op,Family Sharing,Multi-player,Online Co-op,Online PvP,PvP,,,,,,,,,,,,,,,,,
2234160,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2234200,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2234210,6,Game demo,Partial Controller Support,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
2234250,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2234270,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2234300,8,Co-op,MMO,Multi-player,Online Co-op,Online PvP,PvP,Tracked Controller Support,VR Supported,,,,,,,,,,,,,,,
2234310,7,Captions available,Family Sharing,Multi-player,Online PvP,PvP,Single-player,Stats,,,,,,,,,,,,,,,,
2234320,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2234350,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2234370,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2234400,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2234420,10,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,
2234430,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
2234440,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2234470,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2234490,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2234550,7,Co-op,Family Sharing,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,
2234570,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
2234590,5,Game demo,Partial Controller Support,Remote Play Together,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,
2234600,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2234630,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2234640,11,Co-op,Family Sharing,LAN Co-op,LAN PvP,Multi-player,Online Co-op,Online PvP,PvP,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,
2234650,5,Co-op,Multi-player,Online Co-op,Online PvP,PvP,,,,,,,,,,,,,,,,,,
2234660,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
2234690,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2234720,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2234740,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2234760,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2234770,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2234780,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2234790,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2234820,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2234830,4,Full controller support,Game demo,Remote Play on TV,Single-player,,,,,,,,,,,,,,,,,,,
2234870,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2234890,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2234920,5,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,,
2234930,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2234950,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2234960,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2234970,3,Game demo,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,
2234980,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2235010,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2235020,11,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,
2235090,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2235150,12,Cross-Platform Multiplayer,Family Sharing,Full controller support,Multi-player,Online PvP,PvP,Remote Play on Phone,Remote Play on Tablet,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,
2235160,4,Full controller support,Game demo,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
2235170,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2235180,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2235190,4,Game demo,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2235210,8,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,,,,,,,,,,,,,,,
2235220,4,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2235230,4,Family Sharing,Full controller support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
2235340,10,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play on TV,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,
2235350,9,Co-op,Family Sharing,LAN Co-op,LAN PvP,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,
2235360,6,Co-op,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,
2235370,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
2235390,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2235400,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2235430,5,Captions available,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2235440,9,Co-op,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,
2235450,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2235470,4,Game demo,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
2235490,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2235500,6,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
2235530,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2235550,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
2235570,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2235610,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2235620,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2235670,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2235680,3,Game demo,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2235690,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2235700,7,Co-op,Game demo,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,
2235710,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
2235730,9,Co-op,Multi-player,Online Co-op,Online PvP,PvP,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,
2235750,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2235760,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
2235770,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2235780,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
2235790,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2235800,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2235810,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2235820,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2235830,4,Game demo,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,
2235870,6,Co-op,Game demo,LAN Co-op,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,
2235920,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
2236060,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2236070,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2236080,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2236100,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2236170,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2236190,4,Full controller support,Multi-player,PvP,Single-player,,,,,,,,,,,,,,,,,,,
2236220,6,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,,,
2236230,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2236240,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
2236300,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
2236450,7,Co-op,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Single-player,,,,,,,,,,,,,,,,
2236460,4,Co-op,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,,,
2236480,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2236490,4,Family Sharing,Single-player,Stats,Steam Achievements,,,,,,,,,,,,,,,,,,,
2236590,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2236610,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
2236660,3,Game demo,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
2236680,6,Family Sharing,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
2236770,5,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,Steam Workshop,,,,,,,,,,,,,,,,,,
2236790,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2236820,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
2236860,7,Captions available,Family Sharing,Full controller support,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,
2236880,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2236900,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2236920,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2236930,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2236960,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
2237000,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
2237010,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
2237070,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
2237090,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2237120,3,Family Sharing,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,
2237150,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
2237190,12,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,
2237200,12,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,
2237210,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
2237220,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
