app_id,tag_count,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20
1620,18,Action,Atmospheric,Classic,Cult Classic,Difficult,Isometric,Moddable,Open World,Replay Value,RPG,Singleplayer,Strategy,Tactical,Tactical RPG,Turn-Based,Turn-Based Combat,Turn-Based Strategy,Turn-Based Tactics,,
1630,12,Atmospheric,Classic,Dark Fantasy,Dwarf,Fantasy,Great Soundtrack,Nostalgia,Old School,RPG,Strategy,Turn-Based,Turn-Based Strategy,,,,,,,,
1640,15,Atmospheric,Classic,Dark Fantasy,Fantasy,Gothic,Great Soundtrack,Isometric,Multiplayer,Nostalgia,RPG,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,,,,,
1670,20,Action,Classic,Cold War,Controller,Family Friendly,Fighting,First-Person,Free to Play,Military,Online Co-Op,Realistic,Shooter,Simulation,Singleplayer,Strategy,Tactical,Tanks,Third-Person Shooter,War,Wargame
1690,8,4X,Multiplayer,Sci-fi,Singleplayer,Space,Strategy,Turn-Based,Turn-Based Strategy,,,,,,,,,,,,
1700,20,Action,Action RPG,Adventure,Atmospheric,Classic,Dark Fantasy,Dungeon Crawler,Exploration,Fantasy,First-Person,Horror,Immersive Sim,Inventory Management,Magic,Open World,RPG,Singleplayer,Stealth,Story Rich,Underground
1840,20,3D,Animation & Modeling,Anime,Character Customization,Comedy,Difficult,Family Friendly,Free to Play,Funny,Games Workshop,Great Soundtrack,Memes,Moddable,Movie,Sandbox,Singleplayer,Software,Souls-like,Survival Horror,Video Production
1900,20,Action,Action RPG,Aliens,Atmospheric,Base Building,Co-op,Futuristic,Historical,Multiplayer,Pixel Graphics,Post-apocalyptic,Real-Time,Resource Management,RTS,Sci-fi,Simulation,Singleplayer,Space,Strategy,Tactical RPG
1930,20,3D,Action,Action RPG,Adventure,Atmospheric,Character Customization,Co-op,Dark Fantasy,Exploration,Fantasy,Hack and Slash,Magic,Medieval,Multiplayer,Open World,RPG,Sandbox,Singleplayer,Story Rich,Third Person
2100,20,Action,Action RPG,Adventure,Atmospheric,Classic,Dark Fantasy,Fantasy,First-Person,Gore,Hack and Slash,Immersive Sim,Magic,Medieval,Multiplayer,Multiple Endings,RPG,Singleplayer,Stealth,Story Rich,Swordplay
2200,20,1990's,Action,Arena Shooter,Atmospheric,Boomer Shooter,Classic,Competitive,Difficult,eSports,Fast-Paced,First-Person,FPS,Gore,Moddable,Multiplayer,Old School,Sci-fi,Shooter,Singleplayer,Violent
2210,20,Action,Adventure,Aliens,Arena Shooter,Atmospheric,Boomer Shooter,Classic,Dark,Fast-Paced,First-Person,FPS,Gore,Horror,Moddable,Multiplayer,Retro,Sci-fi,Shooter,Singleplayer,Violent
2270,20,1990's,2.5D,Action,Adventure,Classic,Cult Classic,Difficult,First-Person,FPS,Gore,Great Soundtrack,Moddable,Nostalgia,Old School,Pixel Graphics,Retro,Shooter,Singleplayer,War,World War II
2310,20,1990's,Action,Arena Shooter,Atmospheric,Boomer Shooter,Classic,Co-op,Fast-Paced,First-Person,FPS,Gore,Great Soundtrack,Horror,Moddable,Multiplayer,Old School,Retro,Sci-fi,Shooter,Singleplayer
2320,20,1990's,Action,Arena Shooter,Atmospheric,Boomer Shooter,Classic,Co-op,Fast-Paced,First-Person,FPS,Gore,Great Soundtrack,Horror,Moddable,Multiplayer,Old School,Retro,Sci-fi,Shooter,Singleplayer
2360,20,1990's,Action,Adventure,Boomer Shooter,Class-Based,Classic,Dark,Dark Fantasy,Difficult,Fantasy,First-Person,FPS,Gothic,Magic,Old School,Puzzle,Retro,RPG,Shooter,Singleplayer
2370,11,1990's,Action,Boomer Shooter,Classic,Dark Fantasy,Fantasy,First-Person,FPS,Retro,Shooter,Singleplayer,,,,,,,,,
2390,17,1990's,2.5D,Action,Adventure,Boomer Shooter,Classic,Dark Fantasy,Fantasy,First-Person,FPS,Horror,Magic,Multiplayer,Old School,Retro,Shooter,Singleplayer,,,
2400,20,Action,Adventure,Assassin,Comedy,Difficult,First-Person,FPS,Funny,Indie,Multiplayer,Mystery,Replay Value,RPG,Shooter,Simulation,Singleplayer,Stealth,Strategy,Stylized,Survival
2420,9,Action,First-Person,FPS,Indie,Multiplayer,RPG,Shooter,Singleplayer,Stealth,,,,,,,,,,,
2450,10,Action,Blood,Comedy,First-Person,FPS,Funny,Gore,Multiplayer,Shooter,Singleplayer,,,,,,,,,,
2500,20,Action,Adventure,Aliens,Co-op,Combat,Dark,Gore,Horror,Indie,Isometric,Local Co-Op,Multiplayer,PvE,Sci-fi,Shoot 'Em Up,Shooter,Singleplayer,Top-Down,Top-Down Shooter,Twin Stick Shooter
2520,9,2D,2D Platformer,Action,Casual,Flight,Indie,Physics,Platformer,Singleplayer,,,,,,,,,,,
2540,11,2D,Action,Arcade,Casual,Co-op,Indie,Shoot 'Em Up,Shooter,Singleplayer,Top-Down,Top-Down Shooter,,,,,,,,,
2590,10,Action,Difficult,First-Person,FPS,Gore,Sci-fi,Shooter,Singleplayer,Space,Violent,,,,,,,,,,
2600,20,Action,Action RPG,Adventure,Atmospheric,Classic,Cult Classic,Dark,Female Protagonist,First-Person,Gothic,Great Soundtrack,Horror,Immersive,RPG,Singleplayer,Stealth,Story Rich,Supernatural,Third Person,Vampire
2610,20,Action,Adventure,Atmospheric,Bullet Time,Classic,Controller,Cult Classic,Gore,Great Soundtrack,Horses,Open World,RPG,Sandbox,Shooter,Singleplayer,Story Rich,Third Person,Third-Person Shooter,Violent,Western
2620,20,Action,America,Atmospheric,Classic,Co-op,Difficult,First-Person,FPS,Historical,Linear,Military,Multiplayer,Nostalgia,Old School,Realistic,Shooter,Singleplayer,Story Rich,War,World War II
2630,20,Action,Adventure,Atmospheric,Casual,Classic,Co-op,Controller,First-Person,FPS,Historical,Military,Multiplayer,Online Co-Op,Shooter,Simulation,Singleplayer,Story Rich,War,World War II,Zombies
2640,12,Action,Atmospheric,Classic,First-Person,FPS,Historical,Military,Multiplayer,Shooter,Singleplayer,War,World War II,,,,,,,,
2700,20,Adventure,Building,Casual,City Builder,Classic,Comedy,Economy,Family Friendly,Free to Play,Funny,Great Soundtrack,Management,Moddable,Multiplayer,Open World,Real-Time with Pause,Sandbox,Simulation,Singleplayer,Strategy
2710,14,3D,Action,Destruction,Gore,Military,Multiplayer,Political,Politics,Real-Time,RTS,Singleplayer,Strategy,Top-Down,War,,,,,,
2720,8,3D,Action,Indie,Multiplayer,Real-Time,Space,Strategy,Team-Based,,,,,,,,,,,,
2800,13,Action,Economy,Exploration,Flight,Open World,Sandbox,Sci-fi,Simulation,Singleplayer,Space,Space Sim,Strategy,Trading,,,,,,,
2810,14,4X,Action,Economy,Exploration,Flight,Open World,Sandbox,Sci-fi,Simulation,Singleplayer,Space,Space Sim,Strategy,Trading,,,,,,
2820,20,4X,Action,Atmospheric,Capitalism,Economy,Exploration,Flight,Great Soundtrack,Management,Moddable,Multiplayer,Open World,Sandbox,Sci-fi,Simulation,Singleplayer,Space,Space Sim,Strategy,Trading
2840,14,Action,Adventure,Economy,Exploration,Flight,Open World,Sandbox,Sci-fi,Simulation,Singleplayer,Space,Space Sim,Strategy,Trading,,,,,,
2850,11,Action,Economy,Flight,Open World,Sandbox,Sci-fi,Simulation,Singleplayer,Space,Space Sim,Strategy,,,,,,,,,
2870,20,Action,Adventure,Atmospheric,Economy,Exploration,First-Person,FPS,Great Soundtrack,Management,Moddable,Open World,Sandbox,Sci-fi,Shooter,Simulation,Singleplayer,Space,Space Sim,Strategy,Trading
2900,6,Military,Naval,Naval Combat,Simulation,Strategy,Submarine,,,,,,,,,,,,,,
2910,13,3D,Flight,Military,Naval,Naval Combat,Real-Time,RTS,Simulation,Strategy,Submarine,Underwater,War,Wargame,,,,,,,
2920,20,Cold War,Difficult,Exploration,Indie,Military,Multiplayer,Naval,Naval Combat,Old School,Physics,Real-Time,Realistic,Retro,Simulation,Singleplayer,Strategy,Submarine,Underwater,War,Wargame
2990,20,3D,Action,Arcade,Automobile Sim,Baseball,Basketball,Bowling,Casual,Combat Racing,Destruction,Driving,Football (American),Funny,Local Multiplayer,Multiplayer,Physics,Racing,Singleplayer,Third Person,Vehicular Combat
3010,10,3D,Automobile Sim,Driving,Economy,Multiplayer,Offroad,Physics,Racing,Simulation,Singleplayer,,,,,,,,,,
3020,17,Action,Adventure,Atmospheric,Bullet Time,Classic,First-Person,FPS,Gore,Great Soundtrack,Multiplayer,Open World,Shooter,Singleplayer,Stealth,Story Rich,Violent,Western,,,
3050,5,Automobile Sim,Multiplayer,Offroad,Racing,Simulation,,,,,,,,,,,,,,,
3130,6,Historical,Military,RTS,Strategy,War,World War II,,,,,,,,,,,,,,
3170,15,Adventure,Classic,Fantasy,Female Protagonist,Great Soundtrack,Hex Grid,Open World,RPG,Singleplayer,Strategy,Tactical,Tactical RPG,Turn-Based,Turn-Based Combat,Turn-Based Strategy,,,,,
3230,4,RTS,Sci-fi,Space,Strategy,,,,,,,,,,,,,,,,
3260,5,Adventure,Casual,First-Person,Point & Click,Puzzle,,,,,,,,,,,,,,,
3270,11,Action,Boomer Shooter,Co-op,Demons,First-Person,FPS,Gore,Horror,Multiplayer,Shooter,Singleplayer,,,,,,,,,
3300,7,Casual,Classic,Great Soundtrack,Match 3,Puzzle,Relaxing,Singleplayer,,,,,,,,,,,,,
3310,6,Casual,Cute,Funny,Match 3,Puzzle,Singleplayer,,,,,,,,,,,,,,
3320,20,Action,Addictive,Aliens,Casual,Classic,Clicker,Colorful,Cute,Difficult,Family Friendly,Funny,Great Soundtrack,Management,Point & Click,Psychological Horror,Relaxing,Simulation,Singleplayer,Strategy,Underwater
3330,20,2D,Action,Addictive,Arcade,Casual,Classic,Colorful,Cute,Difficult,Family Friendly,Funny,Indie,Match 3,Physics,Puzzle,Replay Value,Retro,Shooter,Singleplayer,Strategy
3340,3,Casual,Puzzle,Singleplayer,,,,,,,,,,,,,,,,,
3350,5,Casual,Classic,Match 3,Puzzle,Singleplayer,,,,,,,,,,,,,,,
3360,4,Arcade,Casual,Match 3,Puzzle,,,,,,,,,,,,,,,,
3380,4,Casual,Dinosaurs,Match 3,Puzzle,,,,,,,,,,,,,,,,
3390,9,2D,Action,Arcade,Casual,Family Friendly,Nostalgia,Psychological Horror,Singleplayer,Underwater,,,,,,,,,,,
3400,1,Casual,,,,,,,,,,,,,,,,,,,
3410,7,2D,Action,Arcade,Bullet Hell,Casual,Shoot 'Em Up,Side Scroller,,,,,,,,,,,,,
3420,1,Casual,,,,,,,,,,,,,,,,,,,
3430,2,Casual,Puzzle,,,,,,,,,,,,,,,,,,
3450,3,Casual,Education,Typing,,,,,,,,,,,,,,,,,
3460,2,Casual,Puzzle,,,,,,,,,,,,,,,,,,
3480,20,2D,Addictive,Arcade,Casual,Classic,Cult Classic,Difficult,Family Friendly,Funny,Great Soundtrack,Local Multiplayer,Mouse only,Multiplayer,Physics,Pinball,Puzzle,Relaxing,Sexual Content,Singleplayer,Strategy
3483,11,2D,Action,Arcade,Casual,Classic,Free to Play,Hentai,Mouse only,Psychological Horror,Puzzle,Singleplayer,,,,,,,,,
3490,2,Casual,Puzzle,,,,,,,,,,,,,,,,,,
3500,2,Casual,Hidden Object,,,,,,,,,,,,,,,,,,
3510,3,Casual,Hidden Object,Puzzle,,,,,,,,,,,,,,,,,
3520,9,Casual,Crime,Heist,Hidden Object,Mystery,Point & Click,Puzzle,Singleplayer,Text-Based,,,,,,,,,,,
3530,3,Casual,Hidden Object,Puzzle,,,,,,,,,,,,,,,,,
3540,8,2D,Addictive,Casual,Classic,Mouse only,Puzzle,Singleplayer,Strategy,,,,,,,,,,,,
3560,6,Casual,Great Soundtrack,Match 3,Puzzle,Singleplayer,Strategy,,,,,,,,,,,,,,
3570,2,Casual,Hidden Object,,,,,,,,,,,,,,,,,,
3580,3,Casual,Hidden Object,Puzzle,,,,,,,,,,,,,,,,,
3590,20,2D,Addictive,Adventure,Casual,Classic,Comedy,Cute,Family Friendly,Funny,Great Soundtrack,Indie,Post-apocalyptic,Puzzle,Singleplayer,Strategy,Survival,Tactical,Touch-Friendly,Tower Defense,Zombies
3600,5,Adventure,Casual,Hidden Object,Point & Click,Puzzle,,,,,,,,,,,,,,,
3610,2,Casual,Hidden Object,,,,,,,,,,,,,,,,,,
3620,11,Action,Addictive,Arcade,Casual,Classic,Difficult,Family Friendly,Indie,Match 3,Puzzle,Singleplayer,,,,,,,,,
3700,19,Action,Classic,Co-op,Cold War,Controller,FPS,Multiplayer,Online Co-Op,Open World,Shooter,Simulation,Singleplayer,Sniper,Stealth,Tactical,Third Person,Third-Person Shooter,War,World War II,
3710,13,Action,Classic,Comic Book,Cyberpunk,Dystopian,First-Person,FPS,Gore,Multiplayer,Sci-fi,Shooter,Singleplayer,Story Rich,,,,,,,
3720,19,Base Building,Building,Classic,Colorful,Comedy,Female Protagonist,Funny,God Game,Great Soundtrack,Management,Parody,Real-Time with Pause,RTS,Sandbox,Simulation,Singleplayer,Strategy,Stylized,Villain Protagonist,
3730,20,1990's,Action,Aliens,Atmospheric,Boomer Shooter,Classic,Cult Classic,Fast-Paced,First-Person,FPS,Gore,Horror,Multiplayer,Old School,Retro,Sci-fi,Shooter,Singleplayer,Stealth,Survival
3800,9,Action,Classic,Great Soundtrack,Sci-fi,Singleplayer,Space,Story Rich,Third Person,Third-Person Shooter,,,,,,,,,,,
3810,14,Action,Cult Classic,Dark,Female Protagonist,Gore,Hack and Slash,Horror,Mature,Singleplayer,Supernatural,Third Person,Third-Person Shooter,Vampire,World War II,,,,,,
3820,10,Action,Classic,Female Protagonist,Gore,Hack and Slash,Horror,Nudity,Singleplayer,Third Person,Vampire,,,,,,,,,,
3830,20,3D,3D Platformer,3D Vision,Action,Action-Adventure,Adventure,Cartoony,Classic,Collectathon,Comedy,Cult Classic,Exploration,Funny,Great Soundtrack,Platformer,Psychological,Singleplayer,Story Rich,Surreal,Third Person
3900,20,4X,Addictive,Classic,Economy,Grand Strategy,Great Soundtrack,Historical,Local Multiplayer,Management,Moddable,Multiplayer,Replay Value,Resource Management,Simulation,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,War
3910,20,4X,Addictive,Alternate History,City Builder,Classic,Diplomacy,Exploration,Grand Strategy,Historical,Isometric,Military,Multiplayer,Old School,Replay Value,Simulation,Singleplayer,Strategy,Turn-Based,Turn-Based Strategy,War
3920,20,Action,Adventure,Atmospheric,Choose Your Own Adventure,Classic,Economy,Exploration,Fighting,Historical,Naval,Naval Combat,Open World,Pirates,Remake,RPG,Sailing,Sandbox,Singleplayer,Strategy,Trading
3960,2,Strategy,Turn-Based Strategy,,,,,,,,,,,,,,,,,,
3980,7,City Builder,Historical,Rome,Sandbox,Simulation,Singleplayer,Strategy,,,,,,,,,,,,,
3990,9,4X,Grand Strategy,Historical,Local Multiplayer,Multiplayer,Singleplayer,Strategy,Turn-Based,Turn-Based Strategy,,,,,,,,,,,
4000,20,Action,Building,Casual,Co-op,Comedy,Exploration,First-Person,FPS,Funny,Indie,Moddable,Multiplayer,Online Co-Op,Physics,PvP,Realistic,Sandbox,Shooter,Simulation,Singleplayer
4100,5,Card Game,Casual,Gambling,Indie,Strategy,,,,,,,,,,,,,,,
4230,4,Automobile Sim,Driving,Racing,Simulation,,,,,,,,,,,,,,,,
4290,4,Automobile Sim,Driving,Racing,Simulation,,,,,,,,,,,,,,,,
4300,5,Action,Indie,Physics,Puzzle,Robots,,,,,,,,,,,,,,,
4420,7,Action,Action RPG,Character Customization,Fantasy,Hack and Slash,Loot,RPG,,,,,,,,,,,,,
4460,3,City Builder,Simulation,Strategy,,,,,,,,,,,,,,,,,
4470,6,Action,Action RPG,Fantasy,Hack and Slash,Loot,RPG,,,,,,,,,,,,,,
4500,20,Action,Adventure,Atmospheric,Based On A Novel,Classic,Difficult,First-Person,FPS,Horror,Immersive,Inventory Management,Moddable,Open World,Post-apocalyptic,RPG,Sci-fi,Shooter,Singleplayer,Survival,Survival Horror
4520,8,Action,Military,Real Time Tactics,Shooter,Simulation,Singleplayer,Strategy,Tactical,,,,,,,,,,,,
4530,6,Action,Gore,Military,Singleplayer,Strategy,Tactical,,,,,,,,,,,,,,
4560,20,Action,Addictive,Adventure,Base Building,Classic,Co-op,Epic,Historical,Military,Moddable,Multiplayer,RTS,Simulation,Singleplayer,Strategy,Tactical,Tanks,Team-Based,War,World War II
4700,20,4X,Action,Classic,Grand Strategy,Great Soundtrack,Historical,Medieval,Military,Moddable,Multiplayer,Real Time Tactics,RTS,Sandbox,Simulation,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,War
4720,20,Action,Atmospheric,Beat 'em up,Classic,Crime,Dark,Detective,Difficult,First-Person,FPS,Gore,Horror,Mystery,Psychological Horror,Shooter,Singleplayer,Story Rich,Survival,Survival Horror,Thriller
4760,20,4X,Action,Atmospheric,Classic,Grand Strategy,Great Soundtrack,Historical,Moddable,Multiplayer,Nostalgia,Real Time Tactics,Rome,RTS,Simulation,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,War
4770,11,Classic,Grand Strategy,Historical,Multiplayer,Rome,RTS,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,,,,,,,,,
4780,13,Classic,Grand Strategy,Great Soundtrack,Historical,Medieval,Moddable,Multiplayer,RTS,Singleplayer,Strategy,Turn-Based,Turn-Based Strategy,War,,,,,,,
4800,7,Dwarf,Fantasy,Multiplayer,RPG,RTS,Singleplayer,Strategy,,,,,,,,,,,,,
4850,9,Classic,Free to Play,Historical,Multiplayer,Nostalgia,RTS,Singleplayer,Strategy,War,,,,,,,,,,,
4870,20,2D,Base Building,CRPG,Difficult,Economy,Grand Strategy,Gun Customization,Historical,Party-Based RPG,Procedural Generation,Real-Time,RPG,RTS,Strategy,Strategy RPG,Stylized,Top-Down,Turn-Based Combat,Turn-Based Tactics,Wargame
4880,5,Classic,Historical,RTS,Singleplayer,Strategy,,,,,,,,,,,,,,,
4890,4,Historical,RTS,Singleplayer,Strategy,,,,,,,,,,,,,,,,
4900,6,Casual,Free to Play,Indie,Puzzle,Relaxing,Singleplayer,,,,,,,,,,,,,,
4920,20,Action,Adventure,Aliens,Atmospheric,Co-op,Competitive,First-Person,FPS,Futuristic,Indie,Moddable,Multiplayer,Online Co-Op,RTS,Sci-fi,Shooter,Space,Strategy,Tactical,Team-Based
6000,20,Action,Adventure,Atmospheric,Classic,Co-op,Dark,Epic,First-Person,FPS,Futuristic,Great Soundtrack,Multiplayer,Sci-fi,Shooter,Singleplayer,Space,Strategy,Tactical,Team-Based,War
6010,19,1990's,2D,Action,Action-Adventure,Adventure,Atmospheric,Classic,Cult Classic,Funny,Great Soundtrack,Movie,Old School,Pixel Graphics,Point & Click,Puzzle,Remake,Retro,Singleplayer,Story Rich,
6020,20,Action,Adventure,Character Customization,Classic,Female Protagonist,Fighting,First-Person,FPS,Great Soundtrack,Hack and Slash,Moddable,Multiplayer,RPG,Sci-fi,Shooter,Singleplayer,Story Rich,Swordplay,Third Person,Third-Person Shooter
6030,20,Action,Adventure,Atmospheric,Classic,Cult Classic,First-Person,FPS,Great Soundtrack,Hack and Slash,Local Multiplayer,Moddable,Multiplayer,Sci-fi,Shooter,Singleplayer,Space,Story Rich,Swordplay,Third Person,Third-Person Shooter
6040,16,1990's,Adventure,Aliens,Beautiful,Cinematic,Classic,Great Soundtrack,Pixel Graphics,Point & Click,Puzzle,Remake,Retro,Sci-fi,Singleplayer,Story Rich,Third Person,,,,
6080,15,Action,Adventure,Building,Casual,Classic,Co-op,Dating Sim,Funny,Great Soundtrack,Local Multiplayer,Management,Racing,Simulation,Singleplayer,Strategy,,,,,
6090,7,Action,Classic,Comedy,Funny,Shooter,Singleplayer,Third-Person Shooter,,,,,,,,,,,,,
6120,20,2D,Action,Adventure,Beat 'em up,Cartoon,Co-op,Controller,Gore,Great Soundtrack,Hack and Slash,Indie,Local Co-Op,Local Multiplayer,Multiplayer,Old School,Platformer,Short,Side Scroller,Singleplayer,Violent
6200,14,Classic,Comedy,Funny,Great Soundtrack,Horror,Management,Puzzle,Sandbox,Simulation,Singleplayer,Strategy,Supernatural,Tactical,Villain Protagonist,,,,,,
6210,3,Management,Simulation,Strategy,,,,,,,,,,,,,,,,,
6220,20,Action,Arcade,Automobile Sim,Combat Racing,Controller,Destruction,Difficult,Driving,Funny,Minigames,Multiplayer,Offroad,Old School,Physics,PvP,Racing,Retro,Simulation,Singleplayer,Vehicular Combat
6250,9,Action,Grand Strategy,Historical,Multiplayer,Singleplayer,Strategy,Turn-Based,Turn-Based Strategy,World War II,,,,,,,,,,,
6270,5,Bikes,Motorbike,Racing,Simulation,Singleplayer,,,,,,,,,,,,,,,
6300,18,Action,Adventure,Atmospheric,Beautiful,Cyberpunk,Escape Room,Fantasy,Female Protagonist,Futuristic,Great Soundtrack,Nudity,Puzzle,RPG,Sci-fi,Sequel,Singleplayer,Story Rich,Third Person,,
6310,20,1990's,Adventure,Atmospheric,Classic,Comedy,Cult Classic,Cyberpunk,Fantasy,Female Protagonist,Funny,Futuristic,Great Soundtrack,Point & Click,Puzzle,Remake,Retro,Sci-fi,Singleplayer,Story Rich,Third Person
6370,9,Action,Competitive,Fast-Paced,Free to Play,Massively Multiplayer,MOBA,Multiplayer,PvP,RPG,,,,,,,,,,,
6400,4,Action,Military,RTS,Strategy,,,,,,,,,,,,,,,,
6420,16,Atmospheric,Classic,Cult Classic,Indie,Moddable,Multiplayer,Real Time Tactics,Real-Time with Pause,RTS,Sci-fi,Simulation,Singleplayer,Space,Spaceships,Strategy,Tactical,,,,
6510,15,Action,Adventure,Aliens,Atmospheric,Classic,Co-op,Mechs,Multiplayer,Robots,Sci-fi,Shooter,Singleplayer,Snow,Third Person,Third-Person Shooter,,,,,
6600,6,Arcade,Bullet Hell,Casual,Indie,Shoot 'Em Up,Twin Stick Shooter,,,,,,,,,,,,,,
6800,18,1990's,Action,Classic,Co-op,Difficult,Historical,Isometric,Military,Multiplayer,Real Time Tactics,Retro,RTS,Singleplayer,Stealth,Strategy,Tactical,War,World War II,,
6810,13,1990's,Action,Classic,Difficult,Isometric,Military,Real Time Tactics,RTS,Stealth,Strategy,Tactical,War,World War II,,,,,,,
6830,17,Action,Classic,Co-op,Difficult,Isometric,Military,Multiplayer,Old School,Real Time Tactics,Retro,RTS,Singleplayer,Stealth,Strategy,Tactical,War,World War II,,,
6840,10,Action,Co-op,Military,Real Time Tactics,RTS,Stealth,Strategy,Tactical,War,World War II,,,,,,,,,,
6850,20,Action,Adventure,Assassin,Atmospheric,Classic,Crime,Difficult,First-Person,FPS,Gore,Great Soundtrack,Old School,Sandbox,Shooter,Singleplayer,Stealth,Story Rich,Tactical,Third Person,Third-Person Shooter
6860,20,Action,Assassin,Atmospheric,Classic,Crime,Cult Classic,Dark,Difficult,First-Person,Great Soundtrack,Puzzle,Replay Value,Sandbox,Shooter,Simulation,Singleplayer,Stealth,Strategy,Third Person,Third-Person Shooter
6870,12,Action,Flight,Historical,Multiplayer,Naval,Naval Combat,RTS,Simulation,Singleplayer,Strategy,War,World War II,,,,,,,,
6880,17,Action,Action RPG,Adventure,Atmospheric,Classic,Controller,Funny,Great Soundtrack,Multiplayer,Open World,RPG,Sandbox,Shooter,Singleplayer,Third Person,Third-Person Shooter,Violent,,,
6900,17,Action,Adventure,Assassin,Atmospheric,Classic,Crime,Difficult,Great Soundtrack,Sandbox,Shooter,Singleplayer,Stealth,Strategy,Tactical,Third Person,Third-Person Shooter,Violent,,,
6910,20,Action,Action RPG,Atmospheric,Classic,Conspiracy,Cult Classic,Cyberpunk,Dystopian,First-Person,FPS,Great Soundtrack,Immersive Sim,Inventory Management,Moddable,RPG,Sci-fi,Shooter,Singleplayer,Stealth,Story Rich
6920,20,Action,Action RPG,Adventure,Atmospheric,Classic,Conspiracy,Cyberpunk,Dystopian,Female Protagonist,First-Person,FPS,Illuminati,Immersive Sim,RPG,Sci-fi,Shooter,Singleplayer,Stealth,Story Rich,Transhumanism
6980,20,Action,Adventure,Atmospheric,Classic,Dark,Dark Fantasy,Fantasy,First-Person,FPS,Horror,Immersive,Immersive Sim,Medieval,Open World,RPG,Singleplayer,Stealth,Steampunk,Story Rich,Third Person
7000,18,3D Platformer,Action,Action-Adventure,Adventure,Atmospheric,Classic,Controller,Exploration,Female Protagonist,Modern,Parkour,Platformer,Puzzle,Shooter,Singleplayer,Story Rich,Third Person,Third-Person Shooter,,
7010,9,Action,Classic,Cyberpunk,First-Person,FPS,Futuristic,Sci-fi,Shooter,Singleplayer,,,,,,,,,,,
7020,10,Action,Classic,Comic Book,Multiplayer,Sci-fi,Shooter,Singleplayer,Stealth,Third Person,Third-Person Shooter,,,,,,,,,,
7110,20,Action,Action RPG,Adventure,Atmospheric,Character Customization,Choices Matter,Classic,CRPG,Fantasy,Female Protagonist,Great Soundtrack,Martial Arts,Multiple Endings,Mythology,Party-Based RPG,Romance,RPG,Singleplayer,Story Rich,Third Person
7200,15,Action,Arcade,Classic,Competitive,Controller,Difficult,Driving,Level Editor,Local Multiplayer,Multiplayer,Racing,Simulation,Singleplayer,Sports,Time Attack,,,,,
7260,5,Action,Action RPG,Hack and Slash,Mythology,RPG,,,,,,,,,,,,,,,
7340,4,Casual,Hidden Object,Indie,Puzzle,,,,,,,,,,,,,,,,
7510,15,Action,Adventure,Anime,Beat 'em up,Character Action Game,Fantasy,Female Protagonist,Great Soundtrack,Hack and Slash,Nudity,RPG,Singleplayer,Spectacle fighter,Third Person,Violent,,,,,
7520,20,Action,Action RPG,Adventure,Atmospheric,Co-op,Crafting,Dark Fantasy,Exploration,Fantasy,Hack and Slash,Inventory Management,Magic,Medieval,Multiplayer,Open World,RPG,Sandbox,Singleplayer,Story Rich,Third Person
7530,4,Fantasy,Singleplayer,Strategy,Tower Defense,,,,,,,,,,,,,,,,
7600,12,Building,Casual,Classic,Economy,Historical,Management,Multiplayer,Real-Time with Pause,Simulation,Singleplayer,Strategy,Trains,,,,,,,,
7610,12,Building,Classic,Economy,Historical,Management,Real-Time with Pause,Resource Management,Sandbox,Simulation,Singleplayer,Strategy,Trains,,,,,,,,
7620,10,Classic,Economy,Great Soundtrack,Historical,Management,Simulation,Singleplayer,Strategy,Trains,Transportation,,,,,,,,,,
7650,19,1990's,Aliens,Base Building,Classic,Difficult,Horror,Isometric,Lovecraftian,Management,Old School,Retro,Sci-fi,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,Turn-Based Tactics,Underwater,
7660,18,Aliens,Atmospheric,Base Building,Classic,Cyberpunk,Isometric,Management,Post-apocalyptic,Real-Time with Pause,Retro,RTS,Sci-fi,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,Turn-Based Tactics,,
7670,20,Action,Adventure,Alternate History,Atmospheric,Classic,Dark,Dystopian,First-Person,FPS,Great Soundtrack,Horror,Immersive,Political,RPG,Sci-fi,Shooter,Singleplayer,Steampunk,Story Rich,Underwater
7730,9,Aliens,Classic,Flight,Sci-fi,Simulation,Singleplayer,Space,Space Sim,Strategy,,,,,,,,,,,
7760,20,1990's,Addictive,Aliens,Atmospheric,Base Building,Classic,Difficult,Isometric,Management,Old School,Retro,Sci-fi,Simulation,Singleplayer,Strategy,Tactical,Turn-Based,Turn-Based Strategy,Turn-Based Tactics,Unforgiving
7770,8,Action,Aliens,Sci-fi,Shooter,Singleplayer,Strategy,Third Person,Third-Person Shooter,,,,,,,,,,,,
